"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
227;"p1";"FASY";332;24;17;1.8;14;1;0;
228;"p1";"FASY";336;26;10.8;2.16;12.2;1;0;
229;"p1";"FASY";322;31;14.8;1.73;8.8;1;0;
230;"p1";"FASY";308;31;9.3;1.94;10.4;1;0;
231;"p1";"PIAB";354;30;25.8;6.15;14.5;1;0;
232;"p1";"FASY";342;31;22;9.18;17.1;1;0;
233;"p1";"FASY";339;32;16.9;8.95;11;1;0;
234;"p1";"FASY";340;32;8.3;9.55;11.7;1;0;
235;"p1";"FASY";338;32;18.2;9.53;15.1;1;0;
236;"p1";"FASY";336;32;27.2;9.13;14.9;1;0;
237;"p1";"ABAL";331;32;8.4;8.73;7.8;1;0;
238;"p1";"PISY";325;31;31;9.17;13.6;1;0;
239;"p1";"PIAB";345;29.5;12.4;12.27;11.2;1;0;
240;"p1";"PIAB";338;31;37.3;14.43;20.2;1;0;
241;"p1";"PISY";351;29.5;22.5;15.73;11.6;1;0;
242;"p1";"PIAB";378;24;35.8;14.86;20.2;1;0;
243;"p1";"PIAB";385;21;23.5;13.05;15.5;1;0;
244;"p1";"PIAB";1;14;27;14.07;16.81;1;0;
245;"p1";"PIAB";7;10;7.6;13.51;4.5;3;0;"sec"
246;"p1";"FASY";9;10;25;11.64;14.2;1;0;
247;"p1";"PISY";379;25;34.5;6.29;15.2;1;0;
248;"p1";"PIAB";8;11;26;8.1;17.4;1;0;
249;"p1";"FASY";12.5;9;24.3;8.53;14.9;1;0;
250;"p1";"FASY";15.5;8;9;8.14;9.9;1;0;
251;"p1";"FASY";14;8;7.5;7.71;9.2;1;1;"p"
252;"p1";"PIAB";19;6;19.9;6.72;14.8;1;0;
253;"p1";"PIAB";27;1;23.6;10.96;17.5;1;0;
254;"p1";"FASY";29;1;18.9;11.87;14;1;0;
255;"p1";"FASY";31;0;10.5;11.62;10.1;1;0;
256;"p1";"FASY";44;-5;12.7;2.82;13.6;1;0;
257;"p1";"FASY";54.5;-10.5;9.7;2.74;10.6;1;0;
258;"p1";"FASY";44.5;-6;14.2;3.1;12.9;1;0;
259;"p1";"PIAB";35.5;-3;16.6;7.44;10.9;1;0;
260;"p1";"PISY";37;-4;35;14;14.9;1;0;
261;"p1";"PISY";60;-14;46.6;13.66;15.2;1;0;
