"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p2";902329;6459754.5;"p1";290;;;0
"p1";902392.761300436;6459765.3860679;;;0;60;0
"p3";902416.206;6459820.383;"p1";23.3;0;60;0
"p4";902430;6459713.73754593;"p1";156.7;0;60;0
"p3GPS";902417.706;6459820.683;"p1";23.3;0;60;0
"p2theo";902332;6459755;"p1";290;;;0
"p1theo";902391.261300436;6459764.3860679;;;0;60;0
"p3theo";902412.734045168;6459820.41214427;"p1";23.3;0;60;0
"p4theo";902428.996103963;6459717.73754593;"p1";156.7;0;60;0
