"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
60;"p4";"PIAB";12;0.7;10.2495783351181;9.3;7.3;1;0;"32.2"
61;"p4";"ABAL";10.5;0.8;7.95774715459477;12.8;;1;0;"25"
62;"p4";"PIAB";29;7.6;42.8445106803382;14.9;23.2;1;0;"134.6"
63;"p4";"ACPS";56.5;12.9;7.95774715459477;10.4;;1;0;"ce125"
64;"p4";"ACPS";52.5;12.3;9.70845152860562;11.3;7.4;1;0;"ce130.5"
65;"p4";"ACPS";58;13.4;16.7749310018858;12;;1;0;"ce152.7"
66;"p4";"SOAU";69;15.3;11.4591559026165;14.5;;1;0;"36"
67;"p4";"PIAB";92;16.3;39.5340878640268;12.5;;1;0;"124.2"
68;"p4";"PIAB";93;16.3;7.54394430255584;12.4;;1;0;"23.7"
69;"p4";"PIAB";97;15.4;21.1676074312221;8.7;;1;0;"66.5"
70;"p4";"PIAB";82;16.4;18.302818455568;7.5;;1;0;"57.5"
71;"p4";"PIAB";88;16.8;41.4757781697479;7;;1;0;"130.3"
72;"p4";"ABAL";93;16.8;15.0878886051117;6.6;;1;0;"47.4"
73;"p4";"PIAB";103;16.5;11.7774657888003;6.6;;1;0;"37"
74;"p4";"SOAU";80;17.6;8.3715500066337;3.3;;1;0;"26.3"
75;"p4";"PIAB";135;15.4;42.0805669534971;6.6;;1;0;"132.2"
76;"p4";"PIAB";153;12.4;28.9661996427249;6.6;;1;0;"91"
77;"p4";"SAsp";220;-4.8;14.3876068555073;4.3;;0;0;"45.2"
78;"p4";"SOAU";207.5;-1.7;12.76422643597;5.7;;1;0;"40.1"
79;"p4";"SOAU";247;-11.9;10.5997192099202;6.9;;1;0;"33.3"
80;"p4";"FASY";262;-11.8;7.6076062797926;11.5;;1;0;"23.9"
81;"p4";"ABAL";276;-14.2;19.480565034448;14.2;;1;0;"61.2"
82;"p4";"PIAB";279;-12.3;42.4943698055361;9.2;;1;0;"133.5"
83;"p4";"PIAB";292;-14.5;43.9267642933631;2.4;;0;0;"138"
84;"p4";"ACPS";304;-17.2;16.9340859449777;13;;1;0;"53.2"
85;"p4";"ACPS";305;-17.5;9.99493042617103;12.9;;1;0;"31.4"
86;"p4";"ACPS";317;-18;7.92591616597639;14.6;;1;0;"24.9"
87;"p4";"FASY";320;-17.5;19.3214100913561;11.8;;1;0;"60.7"
88;"p4";"ABAL";313.5;-13.6;55.1312722870326;7.7;;1;0;"173.2"
89;"p4";"ABAL";333.5;-17.3;41.9532429990236;15.4;;1;0;"131.8"
90;"p4";"FASY";356;-13.2;19.7670439320134;11.8;;1;0;"62.1"
91;"p4";"PIAB";374;-4.2;23.682255532074;6;;1;0;"74.4"
92;"p4";"PIAB";378;-3.5;49.9428211422368;6.7;;1;0;"156.9"
93;"p4";"PIAB";382;-1;40.0433836819209;5.5;;1;0;"125.8"
94;"p4";"ACPS";376;-4;16.5521140815571;12.4;;2;0;"casse52"
95;"p4";"ACPS";376.5;-4;13.432677196956;13;;2;0;"casse42.2"
96;"p4";"PIAB";382;-8;10.3769022895916;14;;1;0;"32.6"
97;"p4";"PIAB";382;-8;12.3185925953127;14.7;;1;0;"38.7"
98;"p4";"SOAU";390.5;-4;13.0507053335354;11.8;;1;0;"ce241"
99;"p4";"SOAU";396.5;-2;17.7935226376739;12;;1;0;"ce255.9"
100;"p4";"PIAB";397.5;2.1;9.07183175623804;6;;1;0;"28.5"
