"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
192;"p1";"ABAL";7.5;-3;10;1.64;6.4;1;0;
193;"p1";"ABAL";11;-2;33.7;6.63;23.3;1;0;
194;"p1";"ABAL";14;-2;30.4;8.55;19.4;1;0;
195;"p1";"ABAL";14;-2;7.7;11.6;4.7;1;0;
196;"p1";"ABAL";0;-9;36.1;12.58;21;1;0;
197;"p1";"ABAL";3;-9;7.9;8.87;5.5;1;0;
198;"p1";"FASY";396;-11.5;26.2;9.23;19.1;1;0;
199;"p1";"ABAL";393.5;-13.5;11.1;6.52;8.1;1;0;
200;"p1";"ABAL";390.5;-15;17.4;14.04;11.6;1;0;
201;"p1";"ABAL";373;-26;10.2;14.94;6.5;1;0;
202;"p1";"FASY";365.5;-28;9.9;14.78;9.9;1;0;
203;"p1";"FASY";350;-31.5;26.1;14.32;22.3;1;0;
204;"p1";"FASY";364;-27;20.5;11.22;16.4;1;0;
205;"p1";"FASY";359;-30;16.4;10.29;19.3;1;0;
206;"p1";"FASY";340.5;-33;27.9;8.69;18.2;1;0;
207;"p1";"ABAL";343;-34;22.8;8.29;21;1;0;
208;"p1";"FASY";341;-33.5;16.7;5.92;11.3;1;1;"p"
209;"p1";"ABAL";355;-31;20.8;6.34;19;1;0;
210;"p1";"ABAL";363;-30;9.5;5.32;5.6;1;0;
211;"p1";"ABAL";370;-25;15.1;5.19;9.4;4;0;"chahdelle"
212;"p1";"FASY";360;-24;14.2;3.61;13.8;1;1;"p"
213;"p1";"ABAL";369.5;-16;47.1;2.78;24.8;1;0;
214;"p1";"ABAL";293;-27;13.6;2.29;13.1;1;0;
215;"p1";"FASY";266;-19;16;3.98;17.1;1;0;
216;"p1";"ABAL";277;-25;13.4;4.14;9.4;1;0;
217;"p1";"ABAL";294;-33;20.9;7.52;14.8;1;0;
218;"p1";"ABAL";288;-32;9.7;9.55;5.2;1;0;
219;"p1";"ABAL";297;-34;18.4;10.66;15.7;1;0;
220;"p1";"ABAL";300.5;-33;54.8;11.82;24.4;1;0;
221;"p1";"ABAL";316;-35.5;19.6;13.54;13.9;1;0;
222;"p1";"FASY";296;-34;8.3;16.46;8.3;1;1;"p"
223;"p1";"FASY";296;-34;11.1;13.06;10.8;1;1;"p"
224;"p1";"FASY";295;-34;17.8;12.92;16.2;1;1;"p"
225;"p1";"FASY";275;-29;20.8;11.65;19.7;1;0;
226;"p1";"FASY";263;-24;11.8;8.14;12.4;1;0;
227;"p1";"FASY";257;-19;21.5;6.63;19.5;1;0;
228;"p1";"FASY";267;-22;9.2;5.87;6.9;4;0;"mort"
229;"p1";"FASY";235;-5;22.2;5.26;18.5;1;0;
230;"p1";"ABAL";240.5;-14;8.5;10.02;4.6;1;0;
231;"p1";"FASY";249;-17;8;10.94;8.9;3;0;"sec"
232;"p1";"ABAL";224;-4;15.4;11;14.6;1;0;
233;"p1";"FASY";225.5;-4.5;26.9;11.94;20.1;1;0;
234;"p1";"ABAL";231.5;-9;8.2;11.99;6.8;1;0;
235;"p1";"FASY";231;-8;13;13.35;15.4;1;0;
236;"p1";"ABAL";238;-12;10.8;12.85;9.3;1;0;
237;"p1";"ABAL";239;-14;43.3;14.3;22.3;1;0;
238;"p1";"FASY";218;0;26.9;13.33;21.5;1;0;
239;"p1";"PIAB";215;2;35.1;12.69;24.5;1;0;
240;"p1";"ABAL";201;11;46;15.1;23.5;1;0;
241;"p1";"ABAL";194;19;34.5;10.1;20.7;1;0;
242;"p1";"FASY";175;24;19.1;11.52;20.8;1;0;
243;"p1";"FASY";172.5;25;8.1;12.61;7.7;4;0;"chandelle"
244;"p1";"FASY";165;28;25.6;16;20;1;0;
245;"p1";"FASY";170;27;8;16.05;3.3;4;0;"chandelle"
246;"p1";"FASY";157;31.5;8.1;16.64;7.2;4;0;"chandelle"
247;"p1";"FASY";144;34;25.1;15.15;19.7;1;0;
248;"p1";"FASY";134;35;8.5;14.27;8.7;1;0;
249;"p1";"FASY";153.5;32;29.7;11.81;21.9;1;0;
250;"p1";"ABAL";156;34;25.9;8.38;18.3;1;0;
251;"p1";"PIAB";173.5;29;26.5;7.72;20.7;1;0;
252;"p1";"ABAL";189.5;22.5;7.6;6.37;3.5;2;0;"cc"
253;"p1";"ABAL";192;21;22.2;5.56;13.7;1;0;
254;"p1";"FASY";210;12;22.2;4.23;16.6;1;0;
255;"p1";"ABAL";212.5;8;10.7;3.74;9;1;0;
256;"p1";"ABAL";204;18;26;2.75;21.9;1;0;
257;"p1";"ACPS";114;36.5;21.1;6.92;13.5;1;1;"p"
258;"p1";"FASY";116;36.5;13.1;8.6;10.8;1;1;"p"
259;"p1";"FASY";107.5;36;15.5;8.97;12.3;1;1;"p"
260;"p1";"FASY";104.5;36;21.8;10.1;14.8;1;0;
261;"p1";"FASY";106;36;16.7;10.06;8.2;3;0;"sec"
262;"p1";"FASY";128;36;19.5;10.79;16.3;1;0;
263;"p1";"ABAL";120;36;13.7;13.18;9.3;1;0;
264;"p1";"FASY";119.5;36;25.5;14.08;18.6;1;0;
265;"p1";"FASY";119;36;14.8;14.26;11.9;1;0;
266;"p1";"ABAL";97;33;29;15.91;21.3;1;0;
267;"p1";"ABAL";89.5;31.5;12.9;16.92;6.4;1;0;
268;"p1";"ABAL";73;26.5;9.3;15.7;5.5;1;0;
269;"p1";"FASY";74;27;19.9;13.13;17;1;0;
270;"p1";"FASY";71.5;27;25.7;12.58;21.7;1;0;
271;"p1";"ACPS";56.5;20.3;25.3;15.2;18.2;1;0;
272;"p1";"ABAL";58;22;32.4;12;18.3;1;0;
273;"p1";"FASY";73;28;25.9;9.39;22.3;1;0;
274;"p1";"FASY";48;19;31;8.76;24.8;1;0;
275;"p1";"FASY";30.5;8;20.3;11.63;18.7;1;0;
276;"p1";"ABAL";62;23.5;12.2;6.52;7.4;1;0;
277;"p1";"FASY";45;20;11.1;5.67;10.4;3;0;"sec"
278;"p1";"ABAL";54;27;20.7;2.87;18;1;0;
