"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p4";"PIAB";274;4;67.7;5.34;33.8;1;0;
2;"p4";"FASY";336;-32;46.1;13.8;28.1;1;0;
3;"p4";"PIAB";341;-33;9.9;15.4;9.2;1;0;
4;"p4";"PIAB";345;-34;14;14.3;10.4;1;0;
5;"p4";"PIAB";342;-34;20.7;17.49;9;2;0;"casse, baionette"
6;"p4";"PIAB";356;-35;30;18.24;26.7;1;0;
7;"p4";"PIAB";362;-34;11.5;10.67;7.7;1;0;
8;"p4";"ABAL";367;-34;26;11.55;22.1;1;0;
9;"p4";"ABAL";371;-33;17;12.96;12.9;1;0;
10;"p4";"ABAL";378;-33;18.6;12.25;12;1;0;
11;"p4";"ABAL";381;-32;62.9;15.57;33.3;1;0;
12;"p4";"ABAL";390;-31;56;13.24;33.5;1;0;
13;"p4";"SOAU";12;-26;15.9;8.48;12;1;1;"penche"
14;"p4";"ABAL";35;-17;10;11.23;6.1;1;0;
15;"p4";"PIAB";38;-13;57.1;11.12;33.2;1;0;
16;"p4";"ACPS";33;-18;21.6;12.74;17.4;1;1;"penche"
17;"p4";"ACPS";57;-6;9;9.29;6.6;1;1;"penche ce1"
18;"p4";"ACPS";56;-5;32.8;8.77;23.1;1;0;"ce1"
19;"p4";"ACPS";57;-5;26.2;8.43;22.4;1;0;"ce1"
20;"p4";"ABAL";63;1;9.1;2.6;5.7;1;0;
21;"p4";"FASY";83;13;13.3;5.34;7.6;1;0;
22;"p4";"COAV";79;9;7.9;13.05;6.3;1;1;"penche"
23;"p4";"COAV";76;6;7.5;12.53;5.1;1;1;"penche"
24;"p4";"ABAL";141;34;38.8;11;22.1;1;0;
25;"p4";"ABAL";168;35;43.5;8.41;24.5;1;0;
26;"p4";"ACPS";212;33;30.1;5.71;24.5;1;0;"ce2"
27;"p4";"ACPS";223;31;30.6;5.5;18.9;1;0;"ce2"
28;"p4";"ABAL";249;14;37.6;12.63;26.5;1;0;
