"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p2";899213;6443184;;;;;0
"p1";899254.62;6443226.269;;;0;60;0
"p3";899242.98;6443282.127;;;0;60;0
"p4";899313.120675797;6443212.53735976;;;0;60;0
"p1GPS";899252.62;6443228.269;;;0;60;0
"p3GPS";899241.98;6443283.127;;;0;60;0
"p4GPS";899310.334;6443211.277;;;;;
"p2t";899213;6443184;;;;;0
"p1t";899254.278480573;6443227.54408159;;;0;60;0
"p3t";899237.177324825;6443285.05538893;;;0;60;0
"p4t";899312.620675797;6443213.53735976;;;0;60;0
