"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p3";"ABAL";150.5;-17.9690655730917;57;1.56;23.9;1;0;""
2;"p3";"PIAB";118;-31.0262107945982;24.4;5.17;11.6;1;0;""
3;"p3";"ABAL";146;-28.4900064714503;8;6.13;3.7;1;0;""
4;"p3";"SOAR";155;-25.8530053445077;7.5;8.32;7.4;1;0;""
5;"p3";"SOAR";146;-28.4900064714503;18.5;8.8;6.8;1;1;"pe"
6;"p3";"ABAL";158;-26.3883272142964;16.1;10.67;8;1;0;""
7;"p3";"ABAL";146;-29.0053933434437;15;11.48;8.5;1;0;""
8;"p3";"ABAL";138;-32.0119930477478;17.7;11.84;10.4;1;0;""
9;"p3";"ABAL";160;-26.3883272142964;12.8;12.81;6.4;1;0;""
10;"p3";"PIAB";175;-19.1371513234794;24.5;15.3;12;1;0;""
11;"p3";"PIAB";184;-14.3919605704172;29.5;14.69;17.6;1;0;""
12;"p3";"ABAL";212;1.90928666850606;8;12.96;4.5;1;0;""
13;"p3";"ACPS";291;31.5211625480873;8.5;13.2;6.4;1;0;""
14;"p3";"ABAL";308;33.4597035010916;9;14.51;3.9;1;0;""
15;"p3";"FASY";346;32.4986959294966;38.3;12.19;14.3;1;0;""
16;"p3";"SOAR";334;32.0119930477478;8;10.53;3.5;1;1;"pe"
17;"p3";"PIAB";312;33.934005388535;18.4;7.6;9.6;1;0;""
18;"p3";"PIAB";312;33.934005388535;44.2;6.72;25.2;1;0;""
19;"p3";"PIAB";351;32.9812668656926;44.3;6.06;22.8;1;0;""
20;"p3";"FASY";370;25.3137841449797;24.4;12.89;16.2;1;0;""
21;"p3";"FASY";373;25.3137841449797;30;12.32;16.6;1;0;""
22;"p3";"FASY";375;25.3137841449797;24.5;12.43;13.7;1;0;""
23;"p3";"FASY";378;24.2237883181687;24;12.94;9;1;0;""
24;"p3";"FASY";388;19.1371513234794;10.2;11.02;4.2;1;1;"tpe"
25;"p3";"PIAB";6;11.9532967648778;48;14.47;23.4;1;0;""
26;"p3";"PIAB";31;0;49.7;14.19;23.5;1;0;""
27;"p3";"PIAB";73;-19.1371513234794;10.5;9.87;6;1;0;""
28;"p3";"PIAB";68;-19.7163018056188;17.6;10.76;11.7;1;0;""
29;"p3";"PIAB";80;-26.3883272142964;11.5;13.51;5.4;1;0;""
30;"p3";"PIAB";93;-31.0262107945982;10.6;12.61;4.7;1;0;""
31;"p3";"PIAB";103;-32.0119930477478;47.5;16.4;23.9;1;0;""
32;"p3";"PIAB";294;33.4597035010916;43;2.42;25.2;1;0;""
