"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";897109.951;6451722.887;;;;;0
"p2";897078.798;6451773.156;"p1";366.666666666667;0;60;0
"p3";897169.601;6451725.819;"p1";100;0;60;0
"p4";897074.165;6451669.018;"p1";233.333333333333;0;60;0
"p2az";;;"p1";366.666666666667;0;60;0
"p2GPS";897079.798;6451775.156;"p1";366.666666666667;0;60;0
"p3az";;;"p1";100;0;60;0
"p4az";;;"p1";233.333333333333;0;60;0
