"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
366;"p3";"FASY";330;31;15.3;5.5;15.1;1;0;
367;"p3";"FASY";334.5;33;15.4;6.38;16.2;1;0;
368;"p3";"PIAB";335;31;9.4;10.87;6.6;1;0;
369;"p3";"ABAL";338;30;37.3;12.61;20.8;1;0;
370;"p3";"PIAB";342.5;31;18.4;11.79;11.8;1;0;
371;"p3";"PISY";330;30;34.8;15.48;14.3;1;0;
372;"p3";"PISY";347;29;32.5;15.51;15;1;0;
373;"p3";"PISY";353;28;22;16.01;14.3;3;0;"sec"
374;"p3";"PIAB";351;29;17.3;11.26;11.4;1;0;
375;"p3";"PISY";360;29;31.3;10.68;16.3;1;0;
376;"p3";"ABAL";366;28;25;8.32;15.2;1;0;
377;"p3";"PIAB";356;28;18.6;8;11.8;3;0;"sec"
378;"p3";"PISY";370;27;34.2;7.83;17.9;1;0;
379;"p3";"PIAB";354;32;29.2;5.82;20.4;1;0;
380;"p3";"PIAB";361;26;11.2;13.21;6.5;3;1;"sec.p"
381;"p3";"PISY";372;25;45.8;15.51;20.1;1;0;
382;"p3";"PIAB";375;24;13.5;14.42;10.4;1;0;
383;"p3";"PISY";379;23;13.5;14.31;10.7;1;0;
384;"p3";"PIAB";382;22;21.4;12.4;13;1;0;
385;"p3";"PIAB";384;21;8.7;12.96;4.6;1;0;
386;"p3";"PISY";379;24;39;10;18.3;1;0;
387;"p3";"PIAB";6;18;9.9;3.5;7.4;1;0;
388;"p3";"PISY";16;13;38.9;4.3;19.6;1;0;
389;"p3";"PIAB";11;12;17.6;5.8;10.1;1;0;
390;"p3";"PIAB";10;12;15.6;9;10.1;1;0;
391;"p3";"PIAB";10;12;7.8;9.56;4.8;1;0;
392;"p3";"PISY";12;11;35;9.4;15.3;1;0;
393;"p3";"PISY";15.5;9;31;11.53;17.9;1;0;
394;"p3";"PIAB";16.5;8;32.1;12.29;19.4;1;0;
395;"p3";"PIAB";23;4;34.3;14.25;21.6;1;0;
396;"p3";"PISY";28;1;23.8;13.09;12.5;1;0;
397;"p3";"ACPS";26;2;10;10.4;12.3;1;0;
398;"p3";"FASY";26;1;8.6;8.54;11.4;1;0;
399;"p3";"PISY";43.5;-10;46.1;9.03;16.2;1;0;
400;"p3";"PIAB";35;-3;34.7;13.84;22.2;1;0;
401;"p3";"PIAB";54;-13;37.7;14.94;20;1;0;
402;"p3";"ACPS";64;-17;26.5;13.6;19.7;1;0;
403;"p3";"PIAB";57;-17;14.8;10.35;11;1;0;
404;"p3";"PISY";70;-16;14.2;4.52;10.1;1;0;
405;"p3";"PISY";60;-9;47.2;3.6;21.2;1;0;
406;"p3";"PISY";58.5;-3;40.7;2.07;12.9;1;0;
407;"p3";"ABAL";118;-30;13.4;5.75;11.4;1;0;
408;"p3";"ABAL";142;-31;9.5;4.6;6.1;1;0;
409;"p3";"PIAB";99;-27;26.1;8.17;20.7;1;0;
410;"p3";"PIAB";80.5;-23;37.7;11.04;23.1;1;0;
411;"p3";"PISY";83.5;-24;32.1;13.56;15.1;1;0;
412;"p3";"PIAB";76;-22.5;12.5;14.6;8.8;1;0;
413;"p3";"PISY";87;-25;44.4;15.15;16.7;1;0;
414;"p3";"PIAB";98.5;-29;14.2;12.12;7.5;1;0;
415;"p3";"PIAB";102;-28;31;12.75;21.4;1;0;
416;"p3";"PIAB";108;-30;28.7;13.12;16.6;1;0;
417;"p3";"PIAB";109;-29;29.4;11;19;1;0;
418;"p3";"PISY";122;-30;32.2;10.64;14.2;1;0;
419;"p3";"SOAR";139;-31;12;12.17;9.5;1;0;
420;"p3";"PIAB";161;-26;66;10.26;22.5;1;0;"dble"
421;"p3";"PISY";153.5;-27;43.1;14.57;18.3;1;0;
422;"p3";"ABAL";183;-19;8.8;14.54;6.9;1;0;
423;"p3";"PISY";201;-12;29.2;15.05;12.9;1;0;
424;"p3";"PISY";203.5;-9;27;12.73;12.1;1;0;
425;"p3";"PIAB";202;-9;27.4;10.23;18.5;1;0;
426;"p3";"PISY";214.5;-3.5;19.8;10.87;15.3;1;0;
427;"p3";"PISY";212;-4.5;32.7;12.44;17.1;1;0;
428;"p3";"FASY";209;-6;8.7;13.05;9.5;1;0;
429;"p3";"PISY";211;-6;36.1;13.54;15.9;1;0;
430;"p3";"FASY";217.5;-2;8.5;12.25;11.2;1;0;
431;"p3";"PISY";222;1;17.5;12.36;9.2;3;0;"sec"
432;"p3";"PISY";235;6;22.2;12.35;13.4;1;0;
433;"p3";"PISY";229;4;22.4;10.83;14.5;1;0;
434;"p3";"ABAL";227;2;19.5;10.36;13.4;1;0;
435;"p3";"PISY";228;3;18.6;8.77;9.2;1;0;
436;"p3";"PISY";238;9;35.7;11.11;14.8;1;0;
437;"p3";"ABAL";241.5;10;11;13.3;10.4;1;0;
438;"p3";"PISY";246.5;11;20.3;14.17;15.8;1;0;
439;"p3";"PISY";242;12;30.1;9.25;18.8;1;0;
440;"p3";"PIAB";251;13;42;6.04;18;1;0;
441;"p3";"PISY";272.5;30;31.5;3;13;1;0;
442;"p3";"ABAL";288;31;8.8;4.08;7.5;1;0;
443;"p3";"PIAB";283;26;32.2;10.96;19.4;1;0;
444;"p3";"PISY";269.5;22;19.8;11.8;10.3;1;0;
445;"p3";"PIAB";260;18;14.5;12.03;12.6;1;0;
446;"p3";"PIAB";279;25;39.1;14.06;21.7;1;0;
447;"p3";"PIAB";297;28;9.6;15.43;9.6;1;0;
