"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
80;"p3";"ACPS";220;11;20.5;2.07;13.9;1;1;"penche"
81;"p3";"ABAL";299;35;28.8;3.03;17.7;1;0;
82;"p3";"FASY";289;33;10.3;3.87;12.3;1;0;
83;"p3";"ACPS";244;23;34.9;10.7;23.2;1;0;
84;"p3";"FASY";234;18.5;12.2;14.46;9;1;0;"cepee1"
85;"p3";"FASY";234;18.5;15.2;14.7;8.6;1;0;"cepee1"
86;"p3";"FASY";234.5;19.5;23.7;15.42;25.7;1;0;
87;"p3";"ABAL";220;12;62.5;14.85;35.3;1;0;
88;"p3";"FASY";281;33;17;8.05;15.6;1;0;
89;"p3";"PIAB";296;36.5;33.5;9.04;24.4;1;0;
90;"p3";"ABAL";274;34;20.8;11.04;14.2;1;0;
91;"p3";"PIAB";289;35;48;11.92;29.5;1;0;
92;"p3";"FASY";295;34;13;11.81;10;1;0;
93;"p3";"PIAB";281.5;32;36.6;14.5;26.3;1;0;
94;"p3";"FASY";329;33;18.5;11.3;16.1;1;0;
95;"p3";"FASY";334;32.5;12.4;10.21;8;1;0;
96;"p3";"ABAL";347;31;54.6;14.49;29.7;1;0;
97;"p3";"FASY";344;30;28;16.42;10.7;1;1;"penche colle"
98;"p3";"PIAB";383;17;21.1;12.06;16.3;1;0;
99;"p3";"FASY";388;14;9.2;14.63;8.7;1;0;
100;"p3";"FASY";383;19;7.5;8.7;8.9;1;0;"ce2"
101;"p3";"FASY";383.5;19;8.9;9.6;11.2;1;0;"ce2"
102;"p3";"ABAL";392;15;43.3;8.11;27.2;1;0;
103;"p3";"FASY";335;31;15;5.06;12.4;1;0;
104;"p3";"PIAB";14;-1;12.7;9.21;7.6;1;0;
105;"p3";"ACPS";17;-2;8.1;7.82;7.3;1;0;
106;"p3";"FASY";43.5;-18;19.3;6.55;14.1;1;0;
107;"p3";"ACPS";21.5;8;16.4;14;5.7;4;0;"mort"
108;"p3";"FASY";80;-22;24;13.73;15.6;1;0;
109;"p3";"FASY";80;-22;19.4;14.28;6;1;1;"courbe"
110;"p3";"ABAL";112;-30;18.2;9.03;11.8;1;0;
111;"p3";"PIAB";116;-27.5;13.9;10.63;7.9;1;0;
112;"p3";"PIAB";132;-28;32.5;7.65;19.1;1;0;
113;"p3";"PIAB";127;-27;56.4;8.6;34.9;1;0;
114;"p3";"FASY";147;-26;8.4;8.44;6.6;1;0;
115;"p3";"PIAB";162.5;-17;37.2;11.58;29.6;1;0;
116;"p3";"PIAB";149.5;-20;39.7;13.01;32.4;1;0;
