"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p1";"PIAB";247;10;12.6369024814965;3.15;7.4;1;0;"39.7"
2;"p1";"PIAB";234;15;13.94197301485;5.78;9;1;0;"43.8"
3;"p1";"ABAL";233.5;14.3;13.0507053335354;8.5;7.6;1;0;"41"
4;"p1";"ABAL";233.5;14;7.79859221150287;8.9;6.3;1;0;"24.5"
5;"p1";"ABAL";239.5;14;13.0507053335354;12;6.4;1;0;"41"
6;"p1";"PIAB";238;14.1;18.557466364515;12.2;9.5;1;0;"58.3"
7;"p1";"PIAB";246;13.5;11.0135220619592;11.8;6.1;1;0;"34.6"
8;"p1";"PIAB";246;14;19.4169030572112;12.4;9.2;1;0;"61"
9;"p1";"ABAL";255;11.9;19.9261988751053;13.3;10.8;1;0;"62.6"
10;"p1";"PIAB";256.5;11.4;22.0588751125367;14.1;11.7;1;0;"69.3"
11;"p1";"ABAL";269;7.5;17.379719785635;13.4;7;1;0;"54.6"
12;"p1";"ABAL";269.5;7.5;29.730143369566;12.4;12.4;1;0;"93.4"
13;"p1";"PIAB";263;8.3;13.9738040034684;9.6;7.9;1;0;"43.9"
14;"p1";"SOAR";263;7.5;7.92591616597639;9.7;6.9;1;0;"24.9"
15;"p1";"FASY";269;6.3;13.0825363221538;9.6;11.7;1;0;"41.1"
16;"p1";"FASY";276;6.4;13.5918321400479;9.1;10.6;1;0;"42.7"
17;"p1";"FASY";277;4.8;12.9552123676803;9.6;10.1;1;0;"40.7"
18;"p1";"ABAL";277.5;3.9;18.4619733986599;7.4;8.5;1;0;"58"
19;"p1";"PIAB";276;2.8;15.5653534343874;5.3;9.1;1;0;"48.9"
20;"p1";"FASY";263;7.6;11.8092967774186;7.7;7.8;1;0;"37.1"
21;"p1";"ABAL";289;0.4;21.8042272035897;5.2;10.1;1;0;"68.5"
22;"p1";"ABAL";290;3;8.62619791558073;5.5;3.5;1;0;"27.1"
23;"p1";"ABAL";305;-5;19.480565034448;5.5;10;1;0;"61.2"
24;"p1";"FASY";308;-4;23.7140865206924;6.1;10.5;1;0;"74.5"
25;"p1";"ABAL";319.5;-9;14.1966209237971;6;6.1;1;0;"44.6"
26;"p1";"FASY";342;-18;11.3954939253797;7.1;7.9;1;0;"35.8"
27;"p1";"ABAL";345;-18;21.8997201694448;7.2;9;1;0;"68.8"
28;"p1";"FASY";343;-17;19.480565034448;8.5;10.9;1;0;"61.2"
29;"p1";"FASY";346;-18;9.32647966518507;7.8;9.1;1;0;"29.3"
30;"p1";"ABAL";355;-22;15.278874536822;7.1;6;2;0;"48cc"
31;"p1";"FASY";331.5;-12;13.0507053335354;2.2;7.3;1;0;"41"
32;"p1";"ABAL";385;-26.7;9.48563460827696;5.2;5.3;1;0;"29.8"
33;"p1";"ABAL";385.5;-30;32.8814112427856;7.2;10.9;1;0;"103.3"
34;"p1";"FASY";376;-22;10.918029096104;12;9.5;1;0;"34.3"
35;"p1";"FASY";372;-20;10.0267614147894;12.3;9.2;1;0;"31.5"
36;"p1";"FASY";369.5;-20;22.8546498279962;12.3;10.2;1;0;"71.8"
37;"p1";"SOAR";377;-22;9.39014164242183;13.7;7.9;1;0;"29.5"
38;"p1";"SOAR";386;-23;8.72169088143587;14.8;7.5;1;0;"27.4"
39;"p1";"SOAR";389;-23;8.3715500066337;14.5;5.8;1;0;"26.3"
40;"p1";"ABAL";385;-23;33.9000028785737;13.2;;4;0;"106.5sec"
41;"p1";"PIAB";25;-24;14.4830998213625;13.3;6.5;1;0;"45.5"
42;"p1";"PIAB";31;-24;7.63943726841098;14.1;4.5;1;0;"24"
43;"p1";"PIAB";32.5;-26;19.6078889889215;11.3;11.9;1;0;"61.6"
44;"p1";"FASY";36.5;-26;11.8729587546554;9.1;9.3;1;0;"37.3"
45;"p1";"FASY";36;-27;16.3929591384652;8.1;9.9;1;0;"51.5"
46;"p1";"FASY";42;-22;10.8861981074856;15.1;9.3;1;0;"34.2"
47;"p1";"ABAL";63;-16;34.9504255029802;13.2;12.3;2;0;"109.8cime seche"
48;"p1";"ABAL";80.5;-13;12.6369024814965;13.2;4.9;1;0;"39.7"
49;"p1";"ABAL";94;-10;25.6876078150319;10.1;11.2;1;0;"80.7"
50;"p1";"SOAR";91;-11;8.30788802939694;8.2;8.4;1;0;"26.1"
51;"p1";"ABAL";73;-17;20.6901426019464;7.3;7.7;1;0;"65"
52;"p1";"ABAL";71.5;-17;32.5631013566018;7;12.7;1;0;"102.3"
53;"p1";"PIAB";58;-24;14.8014097075463;5.3;7.9;1;0;"46.5"
54;"p1";"PIAB";69;-18;16.5521140815571;4.2;9.2;1;0;"52"
55;"p1";"PIAB";22;-28;16.0746492522814;2.6;9.9;1;0;"50.5"
56;"p1";"PIAB";109;-3;19.6078889889215;9.4;12.1;1;0;"61.6"
57;"p1";"PIAB";113.5;0;21.7405652263529;11.5;11.6;1;0;"68.3"
58;"p1";"ABAL";96;-6;15.9791562864263;14.9;8.2;1;0;"50.2"
59;"p1";"ABAL";116;0;17.889015603529;13;13;1;0;"56.2"
60;"p1";"PIAB";121;1.7;11.3318319481429;14;6.3;1;0;"35.6"
61;"p1";"FASY";126.5;5;24.0323964068762;14.6;9.5;1;0;"75.5"
62;"p1";"SOAR";127;6;7.41662034808232;14.8;5.3;1;1;"23.3penche"
63;"p1";"ABAL";126;4;12.1912686408392;12.4;5.1;1;0;"38.3"
64;"p1";"FASY";114;-1;10.1859163578813;9.2;7.6;1;0;"32"
65;"p1";"ABAL";131.5;-2;18.4301424100415;5.4;7.8;1;0;"57.9"
66;"p1";"FASY";114.5;-4;10.1540853692629;2.5;4.6;1;0;"31.9"
67;"p1";"FASY";134;0;26.0059177012157;1.8;10.3;1;0;"81.7"
68;"p1";"PIAB";135;0;9.23098669932993;2.7;6.3;1;0;"29"
69;"p1";"SOAR";129.5;4.4;7.57577529117422;10.4;6.4;1;0;"23.8"
70;"p1";"PIAB";140;7;12.6687334701149;12;7.1;1;0;"39.8"
71;"p1";"FASY";155.5;10.9;10.663381187157;12.9;7.6;1;0;"33.5"
72;"p1";"FASY";154.5;10.7;8.88084582452776;13.8;8.5;1;0;"27.9"
73;"p1";"FASY";151;10;15.6926773888609;14.2;8.6;1;0;"49.3"
74;"p1";"SOAR";154.5;9;13.0507053335354;10.3;8.1;1;0;"41"
75;"p1";"SOAR";155.5;9;10.1859163578813;10.4;8;1;0;"32"
76;"p1";"ABAL";157;10;10.2495783351181;10;5.3;1;0;"32.2"
77;"p1";"PIAB";164;7;9.67662053998724;6.1;6.8;1;0;"30.4"
78;"p1";"PIAB";172.5;12;25.2101429857562;6;11.9;1;0;"79.2"
79;"p1";"PIAB";196;11;7.57577529117422;5.4;4.9;1;0;"23.8"
80;"p1";"ABAL";188;13;24.35070629306;8.6;9;1;0;"76.5"
81;"p1";"PIAB";183;13;8.72169088143587;9.7;7;1;0;"27.4"
82;"p1";"PIAB";177;13.1;13.6236631286662;10.9;8.4;1;0;"42.8"
83;"p1";"SOAR";180;14;8.30788802939694;12.4;8.4;1;0;"26.1"
84;"p1";"PIAB";169.5;12;8.78535285867262;13.5;6.2;1;0;"27.6"
85;"p1";"ABAL";179.5;15;24.7645091450989;15.1;9.5;1;0;"77.8"
86;"p1";"PIAB";193.5;17;11.3636629367613;14.2;6.8;1;0;"35.7"
87;"p1";"PIAB";203;15;19.735212943395;9;11.1;1;0;"62"
88;"p1";"FASY";211.5;13;9.39014164242183;4.1;11.6;1;0;"29.5"
89;"p1";"PIAB";213.5;13;14.7059167416911;4.5;9;1;0;"46.2"
90;"p1";"FASY";213.5;13;10.5042262440651;5.6;9.6;1;0;"33"
91;"p1";"PIAB";211;12;23.0774667483248;6.1;12;1;0;"72.5"
70.5;"p1";"PIAB";140;7;;10.15;;;;"Ajout 2022 "
