"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";903247.506;6459667.664;;;;;
"p2";903257.818;6459729.353;"p1";10;0;60;0
"p3";903303;6459629.5;"p1";143;0;60;0
"p4";903192.347;6459644.804;"p1";277;0;60;0
"p2az";;;"p1";10;0;60;0
"p3az";;;"p1";143;0;60;0
"p4az";;;"p1";277;0;60;0
"p1GPS2";903247.929;6459666.655;;;;;0
"p3GPS";903298.155;6459631.994;"p1";143;0;60;0
"p4bid";903193;6459644;"p1";277;0;60;0
