"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p4";"PIAB";333;25;40.2;2.08;24.8;1;0;
2;"p4";"PIAB";368.5;24.5;16.8;3.31;16.6;1;0;
3;"p4";"PISY";396;18;26;2.19;15.8;1;0;
4;"p4";"PIAB";387;18;11.3;1.37;10;1;0;
5;"p4";"PIAB";25;9;10;2.57;9.2;1;0;
6;"p4";"PIAB";0;16;24.2;3.86;19.8;1;0;
7;"p4";"PIAB";388;17;8.5;4.57;4.9;1;0;
8;"p4";"PIAB";399.5;16;20.8;5.444;14.8;1;0;
9;"p4";"PIAB";7.5;15;12.5;6;7.4;1;0;
10;"p4";"PIAB";399;16;11.9;6.65;7.5;3;0;"sec"
11;"p4";"PIAB";398.5;16;15;7.97;14.9;1;0;
12;"p4";"PIAB";362;24;21;6.13;11.3;2;0;"cc"
13;"p4";"PIAB";355;27;31.4;5.46;22.7;1;0;
14;"p4";"PIAB";350;24.5;17.3;4.34;15.6;1;0;
15;"p4";"PIAB";307;26;11.2;4.66;9.4;1;0;
16;"p4";"PIAB";282.5;21.5;44.2;2.79;23.6;1;0;
17;"p4";"PIAB";258;12;31;3.8;20.8;1;0;
18;"p4";"PIAB";275;16;15.8;5.57;8;1;0;
19;"p4";"PIAB";284;17.5;19.4;6;17.5;1;0;
20;"p4";"PIAB";268;10;13.4;11.53;4.3;1;1;"p"
21;"p4";"PIAB";261;9;11.5;9.96;6.4;1;0;
22;"p4";"PIAB";261;9;40.5;11.35;19.1;1;0;
23;"p4";"PIAB";290;15;13.5;13.24;11.6;1;0;
24;"p4";"POTR";289;14.5;14.7;13.81;11.4;1;0;
25;"p4";"PISY";306;18;29.6;13.36;14;1;1;"tres penche"
26;"p4";"PIAB";312;20;17.5;13.2;8.5;1;0;
27;"p4";"PIAB";317;21;33.8;14.09;18.3;1;0;
28;"p4";"PISY";324;22;30.1;13.15;15.3;2;0;"cc"
29;"p4";"PIAB";328.5;22;24;14.1;14.1;1;0;
30;"p4";"PIAB";324;22;28;11.39;19.6;1;0;
31;"p4";"PISY";308;20;28.4;11.54;15.2;1;0;
32;"p4";"PIAB";307;20.5;30.9;9.72;14.6;1;0;
33;"p4";"BEsp";316.5;22.5;19;7.2;15.6;1;0;
34;"p4";"PIAB";314;24.5;26.7;6.21;20.6;1;0;
35;"p4";"PIAB";350;25;26.7;9.36;19.5;1;0;
36;"p4";"PISY";337;23;32.4;10.54;16.2;2;0;"cc"
37;"p4";"PIAB";341;24;29.8;13.131;27.1;1;0;
38;"p4";"PIAB";354;23.5;9.5;15.17;6.1;1;0;
39;"p4";"PIAB";356;23.5;20.5;11.84;18.9;1;0;
40;"p4";"PIAB";368;23;32.7;14.04;23.3;1;0;
41;"p4";"PIAB";386.5;19;19.6;11.78;14.4;1;0;
42;"p4";"PIAB";0;16;22.7;10.09;20.4;1;0;
43;"p4";"PIAB";2;16;45.7;14.07;24.7;1;0;
44;"p4";"PIAB";10.5;13;32.1;13.93;22.6;1;0;
45;"p4";"PIAB";11;13;9.7;11.29;7.7;1;0;
46;"p4";"PIAB";22;9;38.5;8.5;24.8;1;0;
47;"p4";"PIAB";28;7.5;38.1;9.5;24.6;1;0;
48;"p4";"PIAB";62;-3;47;3.34;25.5;1;0;
49;"p4";"PIAB";52.5;-5;27.5;12;11.8;2;0;"cc"
