"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p3";"PIAB";362.5;9;36.2;11.13;27.7;1;0;
2;"p3";"PIAB";354.5;7.5;32.2;13.23;25.2;1;0;
3;"p3";"ABAL";352;7.5;14;12.56;11;1;0;
4;"p3";"ABAL";353.5;8.5;8.8;11.3;8.4;1;0;
5;"p3";"ABAL";349;9;17.3;11.73;15.2;1;0;
6;"p3";"ABAL";344;6.5;12.9;13.65;16.6;1;0;
7;"p3";"PIAB";344;8;33.4;10.29;26.1;1;0;
8;"p3";"PIAB";350;9;37.6;8.37;26.2;1;0;
9;"p3";"ABAL";336;8;12.3;7.64;9.9;1;0;
10;"p3";"PIAB";330;5;33.7;12.56;27.9;1;0;
11;"p3";"PIAB";300;3.5;37.7;11.91;24.9;1;0;
12;"p3";"ABAL";275.5;0;51.3;13.02;29.5;1;0;
13;"p3";"ABAL";258;-4;9.9;11.75;8.7;1;0;
14;"p3";"ABAL";268;0;27.6;7.59;26.5;1;0;
15;"p3";"ABAL";282;3;11.5;5.05;9.5;1;0;
16;"p3";"ABAL";291;5;17.1;4.5;17.7;1;0;
17;"p3";"ABAL";262.5;5;32.6;1.72;24.1;1;0;
18;"p3";"ABAL";249.5;-2;8.1;2.76;6.4;1;0;
19;"p3";"ABAL";248.5;-5;11.3;3.67;10.1;1;0;
20;"p3";"ABAL";247.5;-3;41.4;4.55;28.4;1;0;
21;"p3";"ABAL";232.5;-5.5;14.8;5.5;12;1;0;
22;"p3";"ABAL";245;-5;26.1;8.28;23.1;1;0;
23;"p3";"PIAB";239;-7;30;10.64;23.8;1;0;
24;"p3";"ABAL";240;-7;8.2;11.09;6.5;1;0;
25;"p3";"ABAL";245;-5.5;19.8;12.45;16;1;0;
26;"p3";"ABAL";230;-10;31.4;14.04;23;1;0;
27;"p3";"ABAL";225;-9;41.1;10.2;27.3;1;0;
28;"p3";"FASY";207.5;-13;7.9;12.96;8.4;1;0;
29;"p3";"FASY";196;-14;10.5;12.27;11.2;1;0;
30;"p3";"ABAL";204;-13;38;10.41;24.4;1;0;
31;"p3";"FASY";202;-12;15.5;8.75;11.3;1;0;
32;"p3";"PIAB";204;-11;36.8;7.41;25.7;1;0;
33;"p3";"ABAL";206;-11.5;13.6;6.43;12.4;1;0;
34;"p3";"ABAL";203;-12.5;7.7;5.21;5.6;1;0;
35;"p3";"ABAL";162;-16;20.2;12.06;15.6;1;0;
36;"p3";"PIAB";149;-18;34.7;14.09;26.3;1;0;
37;"p3";"ABAL";142;-17;24.7;14.87;18.8;1;0;
38;"p3";"ABAL";134.5;-17;14.4;14.19;13.4;1;0;
39;"p3";"ABAL";133;-17;8.1;14.77;5.1;1;0;
40;"p3";"PIAB";127.5;-16;27.7;13.72;20.1;1;0;
41;"p3";"ABAL";129;-15;30;7.22;22.9;1;0;
42;"p3";"ABAL";123.5;-14;8.8;5.22;6.2;1;0;
43;"p3";"ABAL";147;-13.5;12.3;3.5;9.4;1;0;
44;"p3";"ABAL";135;-11;13.5;2.61;11.2;1;0;
45;"p3";"ABAL";123;-11;16.3;3.27;14.5;1;0;
46;"p3";"ABAL";102.5;-11;22.7;7.08;21.7;1;0;
47;"p3";"ABAL";92;-8.5;12.9;7.25;12.8;1;0;
48;"p3";"ABAL";99.5;-11;7.5;8.66;5.5;1;0;
49;"p3";"PIAB";92;-12;12.6;14.82;8.8;1;0;
50;"p3";"ABAL";81;-7.5;11;12.17;7.9;1;0;
51;"p3";"ABAL";80;-7;16.8;12.33;11.5;1;0;
52;"p3";"ABAL";89;-7.5;38.5;9.86;25.4;1;0;
53;"p3";"ABAL";84;-7;15.6;8.61;9.9;1;0;
54;"p3";"ABAL";74;-4.5;22.4;8.6;17.9;1;0;
55;"p3";"ABAL";62.5;-2;9.4;9.65;7.3;1;0;
56;"p3";"PIAB";66;-2;37.6;5.32;24.8;1;0;
57;"p3";"ABAL";67;-2;8.6;3.35;6.2;1;0;
58;"p3";"PIAB";32.5;8;32.1;2.61;21.8;1;0;
59;"p3";"PIAB";44;2;32.7;9.11;24.5;1;0;
60;"p3";"ABAL";53.5;1;8.1;10.43;7.8;1;0;
61;"p3";"PIAB";56;0;26;10.6;22.5;1;0;
62;"p3";"ABAL";52;1;8.6;11.78;10.8;1;0;
63;"p3";"PIAB";50;1.5;26.1;12.01;23.7;1;0;
64;"p3";"ABAL";57;-1;16.7;12.32;14.7;1;0;
65;"p3";"ABAL";55;1;20.3;13.91;19;1;0;
66;"p3";"ABAL";39;3;21;14.04;16.9;1;0;
67;"p3";"ABAL";35;4;21.1;11;13.6;1;0;
68;"p3";"ABAL";24;7.5;8.3;9.48;5.4;1;0;
69;"p3";"ABAL";21;7.5;45.9;10.92;25.9;1;0;
70;"p3";"ABAL";9;8;10.9;14;9.4;1;0;
71;"p3";"ABAL";393;9;14.6;14.63;13.8;1;0;
72;"p3";"ABAL";383;8.5;12.2;12.35;10.3;1;0;
73;"p3";"PIAB";385;9;30.7;7.36;24.5;1;0;
74;"p3";"PIAB";10;9;30.3;8;22.5;1;0;
