"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
29;"p2";"ABAL";26;13.4;14.4194378441257;5.2;9.1;1;0;"45.3"
30;"p2";"ABAL";16;9.6;9.45380361965858;12.7;5.4;1;0;"29.7"
31;"p2";"PIAB";28;12.5;54.5264835032833;14.1;30.8;1;0;"171.3"
32;"p2";"PIAB";60;20.8;53.0622580268379;13.9;;1;0;"166.7"
33;"p2";"PIAB";58;20.7;35.1414114346905;6.3;;1;0;"110.4"
34;"p2";"PIAB";97;23.4;56.2771878772942;10.6;;1;0;"176.8"
35;"p2";"PIAB";122;20.6;37.4014116265954;15.3;;1;0;"117.5"
36;"p2";"ABAL";141;15.6;8.88084582452776;11.9;6;1;0;"27.9"
37;"p2";"PIAB";135;19.3;53.3487369244033;7.3;31.1;1;0;"167.6"
38;"p2";"PIAB";131;21.7;51.2478916755903;2.4;;1;0;"161"
39;"p2";"PIAB";190;2.5;55.6087371163082;13.3;29.5;1;0;"174.7"
40;"p2";"PIAB";253;-16.4;42.1123979421155;6.4;;1;0;"132.3"
41;"p2";"PIAB";288;-15.3;41.3802852038928;2.2;;1;0;"130"
42;"p2";"PIAB";301;-19.8;44.9135249405329;7.4;;1;0;"141.1"
43;"p2";"PIAB";286;-19.4;50.133807073947;11.6;;1;0;"157.5"
44;"p2";"ABAL";298;-19.1;21.0402834767486;15.2;11.1;1;0;"66.1"
45;"p2";"PIAB";337;-4.14;48.2557787454627;6.6;;1;0;"151.6"
46;"p2";"PIAB";362;-8.5;51.4070466186822;12.9;29.3;1;0;"161.5"
