"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";900038;6442736;;;0;;0
"p2";899986.122134301;6442776.88075081;1;347;0;60;0
"p3";900091.159688875;6442760.24198366;1;480.333333333333;0;60;0
"p4";900019.218176823;6442683.37726553;1;613.666666666667;0;60;0
"pt1";900034;6442740;;;0;;0
"pt2";899989.622134301;6442780.38075081;1;347;0;60;0
"pt3";900091.159688875;6442758.24198366;1;480.333333333333;0;60;0
"pt4";900021.218176823;6442681.37726553;1;613.666666666667;0;60;0
