"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p2";"ABAL";110;-2;30;2.1;21;1;0;""
2;"p2";"FASY";110;-2;8.6;4.3;8.7;1;1;"pen"
3;"p2";"ABAL";115;-9;37.1;5.8;27.3;1;0;""
4;"p2";"ABAL";103;-9;9.1;5.7;6.3;1;0;""
5;"p2";"FASY";128;-4;12.1;4.2;16.9;1;0;""
6;"p2";"FASY";132;-4;12.3;5;13.1;1;0;""
7;"p2";"FASY";109;-12;17.4;8.6;18.4;1;0;""
8;"p2";"PIAB";105;-14;10.3;10.6;11.3;1;0;""
9;"p2";"PIAB";101;-15;33.3;12.2;22;1;0;""
10;"p2";"PIAB";104;-14;17.9;14.4;17;1;0;""
11;"p2";"PIAB";114;-12;11.6;13.9;8.2;1;0;""
12;"p2";"FASY";113;-12;12;12.6;12;1;0;""
13;"p2";"FASY";125;-10;10;14.55;8.9;1;1;"pe"
14;"p2";"ABAL";132;-7;8.1;14.3;5.5;1;0;""
15;"p2";"ABAL";133;-7;14.6;14.4;20.2;1;0;""
16;"p2";"ABAL";129;-8;43.7;11.15;21.7;1;0;""
17;"p2";"FASY";139;-7;10.5;14.5;10.7;1;0;""
18;"p2";"PIAB";140;-7;9.4;14.5;6.9;1;0;""
19;"p2";"FASY";147;-3;18.9;13.3;17.7;1;0;""
20;"p2";"PIAB";151;-2;7.9;13.1;7.6;1;0;""
21;"p2";"FASY";152;-1;10.8;11.4;13.7;1;0;""
22;"p2";"FASY";154;0;10.5;11.625;14.8;1;0;""
23;"p2";"FASY";158;1;8.2;12;11.2;1;0;""
24;"p2";"FASY";158;1;11.6;13.23;14.6;1;0;""
25;"p2";"PIAB";154;0;10;13.5;8.3;1;0;""
26;"p2";"FASY";168;4;23.7;13.9;18.2;1;0;""
27;"p2";"FASY";160;3;14.6;8.8;16.8;1;0;""
28;"p2";"FASY";141;0;12.5;6.5;17.4;1;0;""
29;"p2";"FASY";160;6;16.2;5.5;18.4;1;1;"pe"
30;"p2";"FASY";153;5;18.3;5;17.8;1;0;""
31;"p2";"PIAB";209;17;33.7;3.5;23.4;1;0;""
32;"p2";"ABAL";201;14;8.9;4;8.7;1;0;""
33;"p2";"PIAB";208;12;26.6;6.3;19.1;1;0;""
34;"p2";"ABAL";181;9;10.9;7;9.2;1;0;""
35;"p2";"PIAB";212;14;30.1;9.6;20.4;1;0;"num 43 supprimé car était un doublon de celui-ci"
36;"p2";"ABAL";185;10;28.6;14.2;21.1;1;0;""
37;"p2";"ABAL";189;10;10.4;13.6;6.8;1;0;""
38;"p2";"FASY";193;10;9.2;12.9;12.2;1;0;""
39;"p2";"PIAB";197;11;16.4;12.82;16.1;1;0;""
40;"p2";"PIAB";196;11;21.6;14.74;18.8;1;0;""
41;"p2";"PIAB";204;12;20.5;14.1;18.4;1;0;""
42;"p2";"ABAL";204;12;8.4;13.04;7;1;0;""
44;"p2";"PIAB";218;15;19.7;11.77;19.3;1;0;""
45;"p2";"PIAB";216;14;25.5;14.06;19.7;1;0;""
46;"p2";"FASY";227;14;25.1;12.28;20.7;1;0;""
47;"p2";"PIAB";229;14;8;12.05;5.7;1;0;""
