"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
48;"p2";"PIAB";235;14;25.5;13.22;20.7;1;0;""
49;"p2";"PIAB";234;14;30.8;7.77;22.1;1;0;""
50;"p2";"ABAL";249;13;7.7;7.8;5.2;1;0;""
51;"p2";"FASY";255;13;13.3;8.7;20.1;1;0;""
52;"p2";"PIAB";264;12;28.7;8.51;20.9;1;0;""
53;"p2";"ABAL";266;10;8.9;6.7;7.1;1;0;""
54;"p2";"FASY";283;8;11.7;7.94;14.4;1;0;""
55;"p2";"FASY";278;8;16.6;8.658;14.8;1;0;""
56;"p2";"PIAB";274;8;8.1;11.62;7.4;1;0;""
57;"p2";"ABAL";285;6;25.9;13.07;19.1;1;0;""
58;"p2";"FASY";307;6;7.9;6.54;12.2;1;0;""
59;"p2";"PIAB";317;6;35.3;4.74;22.1;1;0;""
60;"p2";"FASY";333;0;15.5;6.02;19.5;1;0;""
61;"p2";"ABAL";323;-1;7.8;10.85;5.7;1;0;""
62;"p2";"FASY";323;-1;12.8;11.26;15.2;1;0;""
63;"p2";"PIAB";322;-1;35.4;13.42;20.8;1;0;""
64;"p2";"FASY";330;-4;20.2;13.8;14.6;1;0;""
65;"p2";"ABAL";341;-3;25.8;10.85;20.7;1;0;""
66;"p2";"FASY";348;-5;7.9;10.73;10;1;0;""
67;"p2";"FASY";353;-4;19;8.26;16.74;1;0;""
68;"p2";"FASY";347;-2;14.1;6.38;12.7;1;0;""
69;"p2";"PIAB";358;-5;8.5;5.54;5.3;1;0;""
70;"p2";"ABAL";360;-5;46.9;6.26;29.4;1;0;""
71;"p2";"FASY";378;-10;18.7;8.73;19;1;0;""
72;"p2";"FASY";375;-10;8.7;9.96;10;1;0;""
73;"p2";"PIAB";378;-10;32.4;12.91;20.3;1;0;""
74;"p2";"ABAL";387;-12;27.7;13.93;21.6;1;0;""
75;"p2";"PIAB";392;-12;21.9;10.37;18.6;1;0;""
76;"p2";"FASY";0;-13;11.4;13.4;16;1;0;""
77;"p2";"ABAL";12;-10;18.5;2.9;16.5;1;0;""
78;"p2";"ABAL";42;-14;8.9;4.6;7.9;1;0;""
79;"p2";"ABAL";26;-14;8.1;5.75;7;1;0;""
80;"p2";"FASY";11;-14;12.7;8;15.1;1;0;""
81;"p2";"FASY";21;-14;10.5;7.91;10.7;1;0;""
82;"p2";"ABAL";31;-15;16.7;8.53;17.1;1;0;""
83;"p2";"FASY";28;-15;10.1;11.7;16;1;0;""
84;"p2";"ABAL";32;-15;23.7;13.54;17.3;1;0;""
85;"p2";"ABAL";40;-16;9.9;9.22;13.4;1;0;""
86;"p2";"FASY";46;-16;18.8;9.04;16.4;1;0;""
87;"p2";"FASY";55;-16;18.2;7.93;14.6;1;0;""
88;"p2";"ABAL";63;-18;25.4;12.4;22;1;0;""
89;"p2";"FASY";58;-20;12.2;15;16.5;1;0;""
90;"p2";"ABAL";77;-18;9.9;11.36;10;1;0;""
91;"p2";"ABAL";83;-18;9.4;12.64;8.5;1;0;""
92;"p2";"FASY";72;-20;11.5;15;18.4;1;0;""
