"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
1;"p3";"ABAL";328;-2;28.2;6.34;20.6;1;0;""
2;"p3";"ABAL";322;-2;9.1;7;6.5;1;0;""
3;"p3";"ABAL";312;-2;10.5;9.9;7.2;1;0;""
4;"p3";"ABAL";310;0;33;10.2;22;1;0;""
5;"p3";"FASY";295;3.5;13.8;13.06;17.9;1;0;""
6;"p3";"FASY";295;3.5;28.9;14.1;18.2;1;0;""
7;"p3";"PIAB";279;7.5;46.3;12.32;29.2;1;0;""
8;"p3";"ABAL";277;11;16.5;13.68;7.5;1;0;""
9;"p3";"ABAL";290;2;31.6;6.39;20.3;1;0;""
10;"p3";"ABAL";280;2;18.3;7.41;16.1;1;0;""
11;"p3";"ABAL";269;4;36.4;8.82;23;1;0;""
12;"p3";"FASY";261.5;2;15.3;3.13;16.2;1;0;""
13;"p3";"FASY";261.5;2;20;3.75;18.4;1;0;""
14;"p3";"ACPS";229;3;7.9;4.35;13;1;0;""
15;"p3";"ABAL";238;13;42.6;14.17;18.4;1;0;""
16;"p3";"ABAL";228.5;12.5;11.7;13.64;8.4;1;0;""
17;"p3";"ABAL";224.5;12.5;8;14.18;6.6;1;0;""
18;"p3";"ABAL";225;13;12.8;14.81;8.9;1;0;""
19;"p3";"ABAL";184;3;64;9.08;27.3;1;0;""
20;"p3";"FASY";184;3;11.4;10.34;12;1;0;""
21;"p3";"ACPS";165;-2;14.6;14.15;13.7;1;0;""
22;"p3";"ACPS";160;-2.5;16.5;14.98;15.9;1;0;""
23;"p3";"PIAB";154;-4;19.5;12.35;10.5;2;0;"cc"
24;"p3";"PIAB";153;-4;60.1;10.74;30.5;1;0;""
25;"p3";"ABAL";165.5;-1;18.5;3.92;11.8;1;0;""
26;"p3";"FASY";137.5;-8;13.2;9.25;11.6;1;0;""
27;"p3";"FASY";138;-8.5;17;14.71;9.5;1;1;"p"
28;"p3";"ABAL";123;-11;72.5;13.67;29.1;1;0;""
29;"p3";"ABAL";77;-9;9.7;10.29;5.2;1;0;""
30;"p3";"FASY";72.5;-14;8.8;13.79;6.3;1;0;""
31;"p3";"ABAL";70.5;-5;15.8;5.98;9.4;1;0;""
32;"p3";"FASY";82;0;12.8;3.65;9.4;1;0;""
33;"p3";"PIAB";37;7;63.2;3.54;29.8;1;0;""
34;"p3";"ABAL";49;4;9.6;5.71;7.2;1;0;""
35;"p3";"ABAL";44;3;15;6;10.2;1;0;""
36;"p3";"ABAL";33;3;7.5;5.67;5.3;1;0;""
37;"p3";"ABAL";0;0;24.9;2.23;12.8;2;0;"cc"
38;"p3";"FASY";385;-5;22.3;10.21;19.5;1;0;""
39;"p3";"FASY";385.5;-5;17.2;10.48;17;1;0;""
40;"p3";"FASY";373;-4.5;22.1;10.45;20;1;0;""
41;"p3";"ACPS";389;-2.5;13.2;12.89;17.4;1;0;"ce1"
42;"p3";"ACPS";390.5;-2.5;18;13.23;16;1;0;"ce1"
43;"p3";"ACPS";391.5;-2;21;13.28;17.6;1;0;"ce1"
44;"p3";"ACPS";390;-3;16;13.28;15.2;1;0;"ce1"
45;"p3";"ACPS";388;-2;22.5;13.33;18.6;1;0;"ce1"
46;"p3";"ACPS";389;-3;14.2;13.66;14;1;0;"ce1"
47;"p3";"ACPS";385;-3;9.5;13.57;11.5;1;0;"ce1"
48;"p3";"ACPS";385;-2;19.2;14;16.8;1;0;"ce1"
49;"p3";"FASY";353;-3;27;14.27;16;1;0;"jumell"
50;"p3";"FASY";347.5;-3;8.8;14.65;7.2;1;0;""
51;"p3";"ACPS";346;-3;9;12.86;5.1;1;1;"pen"
52;"p3";"ACPS";338;-2;25.3;10.45;17.2;1;0;""
53;"p3";"ACPS";336.5;-2;9.2;10.88;10.1;1;0;""
54;"p3";"ACPS";345;-2;18.9;9.17;15.8;1;0;""
