"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
164;"p4";"FASY";6.5;-4;8.43521198387046;4.8;;1;0;"26.5"
165;"p4";"FASY";0;-2;10.1859163578813;5.06;;1;0;"32"
166;"p4";"ABAL";399.5;-7;21.2631003970772;14.46;;1;0;"66.8"
167;"p4";"ABAL";7;-10;13.0507053335354;15.11;;1;0;"41"
168;"p4";"PIAB";12;-11;32.1492985045628;15.27;;1;0;"101"
169;"p4";"ABAL";16;-12;7.48028232531908;14.05;;1;0;"23.5"
170;"p4";"ABAL";22.5;-13;28.3295798703574;13.23;;1;0;"89"
171;"p4";"FASY";33.5;-14;9.54929658551372;13.14;;1;0;"30"
172;"p4";"FASY";37;-14;9.4219726310402;9.07;;1;0;"29.6"
173;"p4";"ABAL";95;-8;17.0614098994512;3.08;;1;0;"53.6"
174;"p4";"FASY";7;-19;10.1859163578813;7.51;;1;0;"32"
175;"p4";"FASY";69;-20;8.78535285867262;12.98;;1;0;"27.6"
176;"p4";"FASY";67;-20;9.86760647169752;12.94;;1;0;"31"
177;"p4";"FASY";83.5;-20;8.02140913183152;11.07;;1;0;"25.2"
178;"p4";"ABAL";93;-21;10.2814093237364;11.14;;1;0;"32.3"
179;"p4";"PIAB";108;-17;56.9774696268986;12.2;;1;0;"179"
180;"p4";"PIAB";174;-3;45.7411306446108;13.07;;1;0;"143.7"
181;"p4";"FASY";186.5;2;17.4433817628717;13.93;;1;0;"54.8"
182;"p4";"PIAB";198;5;46.7915532690172;14.12;;1;0;"147"
183;"p4";"FASY";204;7;9.23098669932994;12.03;;1;0;"29"
184;"p4";"PIAB";210;10;45.0726798836248;11.96;;1;0;"141.6"
185;"p4";"FASY";210;12;12.2549306180759;9.24;;1;0;"38.5"
186;"p4";"ABAL";208;12;50.6749338804594;8.44;;1;0;"159.2"
187;"p4";"PIAB";218;15;41.3802852038928;6.94;;1;0;"130"
188;"p4";"FASY";226;16;16.0746492522814;7.18;;1;0;"50.5"
189;"p4";"FASY";224.5;16;13.1780292880089;7.63;;1;0;"41.4"
190;"p4";"FASY";217;14;9.23098669932994;9;;1;0;"29"
191;"p4";"FASY";222;14;8.11690209768666;11.25;;1;0;"25.5"
192;"p4";"PIAB";233;17;44.9771869177696;13.9;;1;0;"141.3"
193;"p4";"PIAB";255;21;37.0512707517932;12.94;;1;0;"116.4"
194;"p4";"FASY";257;20;13.3690152197192;10.19;;1;0;"42"
195;"p4";"FASY";251;20;8.43521198387046;10;;1;0;"26.5"
196;"p4";"FASY";247;19;12.2549306180759;5.45;;1;0;"38.5"
197;"p4";"FASY";245;20;19.1304241596458;3.73;;1;0;"60.1"
198;"p4";"FASY";254;20;13.3053532424825;3.89;;1;0;"41.8"
199;"p4";"FASY";256;20;18.9394382279355;3.57;;1;0;"59.5"
200;"p4";"FASY";258;20;8.43521198387046;3.35;;1;0;"26.5"
201;"p4";"PIAB";296;21;50.6112719032228;6.92;;1;0;"159"
202;"p4";"PIAB";286;22;50.388454982894;11.84;;1;0;"158.3"
203;"p4";"ABAL";283;23;9.39014164242182;12.31;;1;0;"29.5"
204;"p4";"ABAL";287;22;13.6236631286662;14.36;;1;0;"42.8"
205;"p4";"PIAB";291.5;22;11.3954939253797;15;;1;0;"35.8"
206;"p4";"FASY";300;22;12.6050714928781;10.05;;1;0;"39.6cepee"
207;"p4";"FASY";303;21;18.7484522962253;10.04;;1;0;"58.9"
208;"p4";"FASY";305;22;8.72169088143586;10.18;;1;0;"27.4"
209;"p4";"FASY";304.5;22;9.48563460827696;10.83;;1;0;"29.8"
210;"p4";"FASY";305.5;22;22.1543680783918;10.74;;1;0;"69.6"
211;"p4";"FASY";313;18;22.9819737824696;6.93;;1;0;"72.2"
212;"p4";"PIAB";321;18;44.1177502250734;11.37;;1;0;"138.6"
213;"p4";"FASY";319;19;10.5042262440651;12.32;;1;0;"33"
214;"p4";"ABAL";312;19;32.6267633338386;14.6;;1;0;"102.5"
215;"p4";"FASY";358;8;18.1436635124761;12;;1;0;"57"
216;"p4";"ABAL";368;6;36.7647918542278;14.12;;1;0;"115.5"
217;"p4";"ABAL";376.5;2;11.7774657888003;12.61;;1;0;"37"
218;"p4";"ABAL";376;2;15.3425365140587;11.72;;1;0;"48.2"
219;"p4";"ABAL";377.5;1;9.77211350584238;11.31;;1;0;"30.7"
220;"p4";"ABAL";382;0;34.854932537125;11.57;;1;0;"109.5"
221;"p4";"ABAL";386.5;-1;26.4197205532546;12.57;;1;0;"83"
222;"p4";"ABAL";386;0;8.3715500066337;12.17;;1;0;"26.3"
223;"p4";"FASY";388;-1;9.16732472209318;9.73;;1;0;"28.8"
224;"p4";"FASY";103;-16;7.48028232531908;5.04;;1;0;"23.5"
