"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
111;"p4";"PIAB";45;24;44.1;8.12;21.3;1;0;
112;"p4";"ABAL";55.5;28;11.9;8.93;6.9;1;0;
113;"p4";"ABAL";57;28;24.3;9.85;18.7;1;0;
114;"p4";"ABAL";64;29;18.3;11.97;8.4;2;0;"cc"
115;"p4";"FASY";62;28;10;12.33;9.6;1;0;
116;"p4";"FASY";57;26;9.9;13.03;11.4;1;0;
117;"p4";"ABAL";50.5;23;39.3;13.69;19.2;1;0;
118;"p4";"FASY";45.5;20;19.7;14.97;18.1;1;0;
119;"p4";"FASY";76;34.5;10.4;13.3;10.2;1;0;
120;"p4";"FASY";73.5;33.8;16;13.4;15.5;1;0;
121;"p4";"FASY";84;34.5;22.3;14.22;15.2;1;0;
122;"p4";"FASY";89;36;24.8;15.8;17.5;1;0;
123;"p4";"FASY";97;36.6;16.7;17.4;14.9;1;0;
124;"p4";"FASY";96.5;37;8.7;17.1;10.5;1;0;
125;"p4";"FASY";100;37;8.1;16.1;10.9;1;0;
126;"p4";"FASY";101.5;37.4;11.1;16.2;10.8;1;0;
127;"p4";"FASY";102;37.4;15;14.9;13.1;1;0;
128;"p4";"FASY";61;32;11.9;4.76;14.5;1;0;
129;"p4";"FASY";57;31;14.9;4.83;14.1;1;0;
