"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";902739.233;6459183.494;;;;;0
"p2";902708.754;6459238.197;"p1";362;0;60;0
"p3";902712.775;6459131.671;"p1";229;0;60;0
"p4";902798;6459182;"p1";96;0;60;0
"p2az";;;"p1";362;0;60;0
"p3az";;;"p1";229;0;60;0
"p4az";;;"p1";96;0;60;0
"p1GPS2";902737.754;6459184.592;;;;;
"p4GPS";902798.299;6459183.268;"p1";96;0;60;0
