"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
234;"p3";"FASY";250;-7.60308156958993;16.2;2.63;15.27;1;0;""
235;"p3";"ACPS";293;-17.9690655730917;10.8;4.03;10.1;1;0;"essence : ao ?"
236;"p3";"FASY";363;-6.34510348611071;18.2;1.32;16;1;0;""
237;"p3";"FASY";356;-6.34510348611071;15.3;1.52;12.9;1;0;""
238;"p3";"ABAL";353;-17.380273841343;10.4;4.39;7.6;1;0;""
239;"p3";"FASY";333;-20.2920999357713;23.9;6.36;21;1;0;""
240;"p3";"FASY";330;-21.4333846879875;13.5;7.49;11.3;1;0;""
241;"p3";"PIAB";316;-21.9987515050277;21.6;6.63;15;1;0;""
242;"p3";"PIAB";290;-21.9987515050277;12.6;7.33;7.3;1;0;""
243;"p3";"FASY";275;-20.8644813582728;11.9;7.65;17.2;1;0;""
244;"p3";"PIAB";275;-20.8644813582728;22.3;8.02;17.2;1;0;""
245;"p3";"FASY";300;-24.2237883181687;11.5;8.9;8.2;1;1;"trespe"
246;"p3";"FASY";294;-24.7706990663268;11.1;10.99;10.1;1;0;""
247;"p3";"PIAB";316;-24.7706990663268;19.5;11.27;15.1;1;0;""
248;"p3";"FASY";325;-23.1186566807902;22.8;13.62;17.2;1;0;""
249;"p3";"FASY";312;-24.2237883181687;9.8;14.06;11.8;1;0;""
250;"p3";"PIAB";301;-24.7706990663268;24.2;14.7;19.8;1;0;""
251;"p3";"PIAB";275;-22.5605263444005;31.6;12.8;22.9;1;0;""
252;"p3";"FASY";262;-19.7163018056188;28.2;14.81;22.8;1;0;""
253;"p3";"PIAB";268;-20.8644813582728;17;10.39;12.5;1;0;""
254;"p3";"ABAL";252;-17.380273841343;20.8;9.37;15.7;1;0;""
255;"p3";"FASY";244;-15.5958260754739;25.9;10.31;18.3;1;0;""
256;"p3";"FASY";239;-13.7860205860008;17.7;12.42;20.3;1;0;""
257;"p3";"FASY";240;-14.3919605704172;18.4;14.19;21.3;1;0;""
258;"p3";"ABAL";226;-9.47862845549793;7.9;13.83;4;1;0;""
259;"p3";"PIAB";222;-8.2299023649947;32.5;13.38;21.8;1;0;""
260;"p3";"ABAL";222;-7.60308156958993;19.7;10.08;13.7;1;0;""
261;"p3";"FASY";210;-2.54512226959837;22.7;11.15;17.2;1;0;""
262;"p3";"PIAB";207;-1.27306982019456;28.6;10.6;23.5;1;0;""
263;"p3";"ABAL";203;-1.27306982019456;35.8;12.87;19.5;1;0;""
264;"p3";"PIAB";198;0;26.6;15.25;20.1;1;0;""
265;"p3";"FASY";196;0;16.5;7.63;14.7;1;1;"pe"
266;"p3";"PIAB";169;10.1003076898026;31.9;9.38;22.3;1;0;""
267;"p3";"FASY";182;4.44908104523265;18.2;13.92;18.8;1;0;""
268;"p3";"PIAB";172;6.97477609955284;27.5;13.64;19.4;1;0;""
269;"p3";"ABAL";151;12.5665916378002;11.5;12.96;9.5;1;0;""
270;"p3";"PIAB";147;14.9952592008842;19.8;11.6;16.9;1;0;""
271;"p3";"PIAB";129;17.9690655730917;12.6;14.02;8.6;1;0;""
272;"p3";"FASY";124;19.1371513234794;11.4;7.69;13.5;1;0;""
273;"p3";"FASY";127;17.9690655730917;10.3;7.38;10.5;1;1;"pe"
274;"p3";"PIAB";111;20.8644813582728;22.6;6.77;20.9;1;0;""
275;"p3";"SOAR";128;16.7884168026005;7.8;5.18;13.7;1;0;""
276;"p3";"PIAB";137;16.7884168026005;21.6;6.32;16.6;1;0;""
277;"p3";"ABAL";157;13.7860205860008;29.9;4.14;19.1;1;0;""
278;"p3";"PIAB";110;18.5547158155485;28.3;4.3;21.2;1;0;""
279;"p3";"FASY";96;16.1935735533764;13.1;2.29;16.4;1;0;""
280;"p3";"FASY";138;12.5665916378002;13.3;1.16;16;1;0;""
281;"p3";"ABAL";14;1.27306982019456;17.9;4.55;12.7;1;0;""
282;"p3";"ABAL";381;-6.97477609955284;12.9;6.1;10.8;1;0;""
283;"p3";"FASY";398;-1.90928666850606;16.8;7.04;17.1;1;0;""
284;"p3";"ABAL";377;-9.47862845549793;19;8.85;14.2;1;0;""
285;"p3";"FASY";362;-15.5958260754739;13;9.37;13;1;0;""
286;"p3";"ABAL";357;-14.9952592008842;36;10.4;20.3;1;0;""
287;"p3";"FASY";355;-17.9690655730917;9.3;12.73;11.1;1;0;""
288;"p3";"ABAL";335;-21.4333846879875;15.9;14.9;12.6;1;0;""
