"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";899313;6441906.5;;;;;0
"p2";899372.143;6441926.992;;;0;60;0
"p3";899294.056029673;6441852.80462026;;;0;60;0
"p4";899261.43233794;6441947.17117746;;;0;60;0
"p1t";899310;6441910;;;;;0
"p2t";899367.063390978;6441928.54101966;;;0;60;0
"p3t";899297.556029673;6441851.30462026;;;0;60;0
"p4t";899265.43233794;6441950.17117746;;;0;60;0
