"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";902187.358;6453685.428;;;;;0
"p2";902210.98;6453740.988;"p1";30;0;60;0
"p3";902221.927;6453637.159;"p1";163.33;0;60;0
"p4";902129.693;6453680.555;"p1";296.66;0;60;0
"p2az";;;"p1";30;0;60;0
"p3az";;;"p1";163.33;0;60;0
"p4az";;;"p1";296.66;0;60;0
"p1GPS2";902187.358;6453685.428;;;;;
