"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";900479;6450931.5;;;;0;0
"p2";900543;6450934;1;100;0;60;0
"p3";900454;6450881.03847577;1;233.333333333333;0;60;0
"p4";900452.5;6450979.96152423;1;366.666666666667;0;60;0
"pt1";900481;6450931;;;;0;0
"pt2";900541;6450931;1;100;0;60;0
"pt3";900451;6450879.03847577;1;233.333333333333;0;60;0
"pt4";900451;6450982.96152423;1;366.666666666667;0;60;0
