"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
78;"p2";"ABAL";2;-18;33.1360591517326;10.5;;1;0;"1041"
79;"p2";"ABAL";22;-23;9.89943746031589;13.8;;1;0;"311"
80;"p2";"ABAL";27;-24;14.1329589465603;14.8;;1;0;"444"
81;"p2";"ABAL";32;-25;9.48563460827696;15;;1;0;"298"
82;"p2";"ABAL";40;-24;57.2957795130823;13.3;;1;0;"1800"
83;"p2";"ABAL";77;-24;10.6952121757754;14.8;;1;0;"336"
84;"p2";"ABAL";78;-22;39.884228738829;10.4;;1;0;"1253"
85;"p2";"ABAL";98;-19;40.0752146705393;6.4;;1;0;"1259"
86;"p2";"ABAL";100.5;-18;8.40338099525208;9.8;;1;0;"264"
87;"p2";"ABAL";99;-19;9.48563460827696;14.5;;1;0;"298"
88;"p2";"ABAL";102;-19;11.8092967774186;9;;1;0;"371"
89;"p2";"ABAL";105;-17;49.0515534609221;10.4;;1;0;"1541"
90;"p2";"ABAL";108;-17;13.8783110376133;11.2;;1;0;"436"
91;"p2";"FASY";146;-4;16.4884521043204;12.2;;1;0;"518"
92;"p2";"ABAL";149;-3;18.9076072393172;13.7;;1;0;"594"
93;"p2";"ABAL";159;1;11.7138038115635;14;;1;0;"368"
94;"p2";"ABAL";165;6;55.7042300821634;12.7;;1;0;"1750"
95;"p2";"ACPS";164.5;5;10.3450713009732;10.9;;1;0;"325"
96;"p2";"ABAL";167;6;9.51746559689534;7.1;;1;0;"299"
97;"p2";"ABAL";172;7;16.5521140815571;12.4;;1;0;"520"
98;"p2";"ABAL";175;10;30.9397209370645;9;;1;0;"972"
99;"p2";"ABAL";188;12;41.985073987642;12.1;;1;0;"1319"
100;"p2";"ACPS";230;24;16.9340859449777;11;;1;0;"532"
101;"p2";"ABAL";245;25;56.5318357862412;15.9;;1;0;"1776"
102;"p2";"ABAL";246;25;17.889015603529;13.4;;1;0;"562"
103;"p2";"ABAL";253;26;10.7907051416305;6.4;;1;0;"339"
104;"p2";"ABAL";254;26;19.3850720685929;13.5;;1;0;"609"
105;"p2";"PIAB";260;27;27.5338051548979;11.8;;1;0;"865"
106;"p2";"ABAL";261;26;24.1915513499681;15.6;;1;0;"760"
107;"p2";"ABAL";290;25;53.5397228561136;5.9;;1;0;"1682"
108;"p2";"FASY";306;19;15.6290154116241;8.8;;1;0;"491"
109;"p2";"FASY";312;20;33.8681718899553;5.3;;1;0;"1064"
110;"p2";"ABAL";318;19;10.7270431643937;4.8;;1;0;"337"
111;"p2";"ABAL";326;11;12.6369024814965;12.4;;1;0;"397"
112;"p2";"ABAL";334;8;22.1543680783918;12.9;;1;0;"696"
113;"p2";"SOAU";335;8;16.2656351839917;13;;1;0;"511"
114;"p2";"ABAL";344;5;19.1622551482642;12.7;;1;0;"602"
115;"p2";"ABAL";354;1;16.3611281498468;8.8;;1;0;"514"
116;"p2";"ABAL";363;4;14.9287336620198;9.9;;1;0;"469"
117;"p2";"ABAL";370;-3;60.8290192497224;4.3;;1;0;"1911"
118;"p2";"ABAL";390;-2;22.3135230214837;2.1;;1;0;"701"
119;"p2";"ABAL";387;-13;49.4653563129611;12.4;;1;0;"1554"
120;"p2";"ABAL";393;-16;14.6422547644544;11.9;;1;0;"460"
