"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";898205.687;6455708;;;;;0
"p2";898248.786;6455667.31;"p1";150;0;60;0
"p3";898137;6455686.656;"p1";283;0;60;0
"p4";898216.818;6455770.123;"p1";17;0;60;0
"p1GPS";898205.687;6455709.971;;;;;
"p2az";;;"p1";150;0;60;0
"p3az";;;"p1";283;0;60;0
"p4az";;;"p1";17;0;60;0
"p3GPS";898135.445;6455684.656;"p1";283;0;60;0
