"Id";"X";"Y";"PiquetRef";"Az_gr";"Pente_gr";"Dist_sol_m";"Borne"
"p1";900026;6455090;;;;;
"p2";900015.415941335;6455144.63765733;117;393;0;60;
"p3";900081.4397556;6455065.3831334;117;526.333333333333;0;60;
"p4";899977.144303065;6455059.97920927;117;659.666666666667;0;60;
"pt1";900023;6455090;;;;;
"pt2";900016.415941335;6455149.63765733;117;393;0;60;
"pt3";900077.9397556;6455065.8831334;117;526.333333333333;0;60;
"pt4";899974.644303065;6455054.47920927;117;659.666666666667;0;60;
