"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
18;"p3";"PIAB";194;-4;63.9;8.22;29.27;1;0;
19;"p3";"ABAL";231;-8;41.3;14.75;20.76;1;0;
20;"p3";"PIAB";259;-12;50.8;14.9;25.3;1;0;
21;"p3";"PIAB";284;-13;64.3;9.25;33.93;1;0;
22;"p3";"PIAB";249;0;27.6;1.8;18.4;1;0;
23;"p3";"ABAL";15;5;20.8;1.13;10.11;1;0;
24;"p3";"PIAB";11;5;85;5.35;33.15;1;0;"souche de 80, hauteur lidar et diametre a la louche"
25;"p3";"ABAL";64;10;84.2;10;30.27;1;0;
26;"p3";"FASY";81;10;38.7;13.95;18.43;1;0;
27;"p3";"FASY";79;9;18.2;14.7;5.2;1;1;"penche"
28;"p3";"PIAB";348.5;-13;62;9.23;29;1;0;"souche de 60, hauteur lidar et diametre a la louche"
