"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
218;"p3";"PIAB";330;-17;14;1.47;12.8;1;0;""
219;"p3";"PIAB";330;-17;9;1.93;9.6;1;0;""
220;"p3";"PIAB";345;-17;8;1.45;9;1;0;""
222;"p3";"FASY";309;-19;16;4.13;13.6;1;0;""
223;"p3";"PIAB";330;-19;11;5.8;10.7;1;0;""
224;"p3";"PIAB";341;-18;11;6.68;11.4;1;0;""
225;"p3";"PIAB";331;-17;8;7.27;9.6;1;0;""
226;"p3";"PIAB";332.5;-17;18;8.08;14.9;1;0;""
227;"p3";"PIAB";329;-17;8;8.34;6.5;1;0;""
228;"p3";"PIAB";323;-17;14;9.51;13.7;1;0;""
229;"p3";"PIAB";344;-19;13;8.08;12;1;0;""
230;"p3";"PIAB";350;-17;7.5;8.06;9.2;1;0;""
231;"p3";"PIAB";348;-18;12;8.45;11.4;3;0;"sec avec branches"
232;"p3";"PIAB";356;-20;35;8.36;22.5;1;0;""
233;"p3";"PIAB";356;-20;14;6.86;13.8;1;0;""
234;"p3";"PIAB";364;-19;18;5.32;15.5;1;0;"fourc"
235;"p3";"PIAB";364;-19;12;5.52;12;1;0;""
236;"p3";"PIAB";368;-19;17;4.61;16.7;1;0;""
237;"p3";"PIAB";382;-17;9;3.57;8.9;1;0;""
238;"p3";"PIAB";15;-2;14;2.61;13.4;1;0;""
239;"p3";"PIAB";4;-10;20;4.44;16;1;0;""
240;"p3";"PIAB";384;-15;10;5.11;11.6;1;0;""
241;"p3";"PIAB";0;-11;7.5;7.22;7.2;1;0;""
242;"p3";"PIAB";396;-12;27;8.45;18.1;1;0;""
243;"p3";"PIAB";385;-14;8;8.56;9;1;0;""
244;"p3";"PIAB";388;-12.5;17;9.34;14;1;0;""
245;"p3";"FASY";376;-10;14;14.28;15.3;1;0;""
246;"p3";"FASY";374;-11;22;14.35;14.8;1;0;""
247;"p3";"PIAB";357;-18;22;13.37;17.5;1;0;""
248;"p3";"PIAB";37;1;20;10.57;15.4;1;0;""
249;"p3";"PIAB";47;4;25;8.66;17.7;1;0;""
250;"p3";"PIAB";43.5;3;12;6.83;13.6;1;0;""
251;"p3";"PIAB";33;0;23;6.55;16.41;1;0;""
252;"p3";"PIAB";50;5;17;5.82;15.6;1;0;""
253;"p3";"PIAB";29;0;8;4.94;8.6;1;0;""
254;"p3";"PIAB";31;-1;8;3.31;7.9;1;0;""
255;"p3";"PIAB";44;8;22;2.96;16.5;1;0;""
