"Num";"Pi";"Es";"Azim_gr";"Pen_gr";"Dia_cm";"DistS_m";"Haut_m";"Etat";"Aspect";"Rem"
36;"p2";"ACPS";70;-24.2237883181687;18.7;3.87;17.7;1;0;""
37;"p2";"ACPS";65;-24.7706990663268;22.5;4.26;17;1;0;""
38;"p2";"ACPS";68;-24.2237883181687;16.5;4.64;10.5;1;0;""
39;"p2";"ABAL";57.5;-21.4333846879875;53.5;10.68;23.8;1;0;""
40;"p2";"ACPS";84.5;-24.7706990663268;14;13.03;11.1;1;0;""
41;"p2";"ACPS";79;-24.7706990663268;8.7;15.7;7.5;1;1;"pe"
42;"p2";"FASY";54.5;-20.2920999357713;12.5;13.87;8.7;1;0;""
43;"p2";"FASY";49.5;-20.0046240065704;17.2;13.98;11.9;1;0;""
44;"p2";"FASY";53.5;-19.1371513234794;14;14.72;8.1;1;0;""
45;"p2";"FASY";52;-18.5547158155485;16.3;15.15;12.6;1;0;""
46;"p2";"FASY";55;-19.7163018056188;16.3;14.53;8.4;1;0;""
47;"p2";"FASY";55;-19.7163018056188;11;14.83;5.4;1;0;""
48;"p2";"ACPS";56;-19.7163018056188;20.3;15.44;12.8;1;0;""
49;"p2";"FASY";28.5;-11.9532967648778;25.4;9.39;20.4;1;0;""
50;"p2";"FASY";28.5;-11.9532967648778;15;9.77;11.1;1;0;""
51;"p2";"FASY";26;-11.3377485797019;7.5;10.02;6.6;4;0;"sec"
52;"p2";"FASY";25;-10.7200503512202;9.8;10.33;4.7;4;0;"sec"
53;"p2";"PIAB";399;2.54512226959837;55.4;14.03;28.6;1;0;""
54;"p2";"PIAB";376;14.3919605704172;30.3;15;17.8;1;0;""
55;"p2";"PIAB";377.5;14.3919605704172;38.5;10.58;20.6;1;0;""
56;"p2";"PIAB";395;7.60308156958993;32.2;6.32;17.7;1;0;""
57;"p2";"ACPS";393;7.60308156958993;22.5;6.77;16.1;1;0;""
58;"p2";"ACPS";385.5;9.47862845549793;16.5;5.65;14.1;1;1;"pe"
59;"p2";"ACPS";386;9.47862845549793;15.6;6.31;15.1;1;0;""
60;"p2";"FASY";377;13.1775323566089;8.5;2.29;6.9;4;0;"sec"
61;"p2";"FASY";372;20.8644813582728;12.1;2.45;12.8;4;0;"sec"
62;"p2";"FASY";366;24.7706990663268;23.2;2.06;15.7;1;0;""
63;"p2";"ABAL";335;36.6931861731074;10.3;2.73;4.9;1;0;""
64;"p2";"FASY";319;38.4507506129317;20.2;2.9;13.1;1;0;""
65;"p2";"FASY";350;26.9197170199491;20.5;5.5;16.2;1;0;""
66;"p2";"FASY";349;27.4471446975237;19.4;5.75;18.1;1;0;""
67;"p2";"PIAB";332;28.4900064714503;54;9.8;25.6;1;0;""
67.5;"p2";"PIAB";358;25;50;12;24.9;1;0;"Ajout bureau"
68;"p2";"ACPS";299.5;32.0119930477478;11.3;6.48;8.2;1;0;""
69;"p2";"FASY";273;32.9812668656926;16.7;8.08;11;1;0;""
70;"p2";"FASY";273;32.9812668656926;22.1;8.28;15;1;0;""
71;"p2";"FASY";261;29.5167235300867;17.5;16.2;11.4;1;0;""
72;"p2";"FASY";262;29.0053933434437;14.9;16.59;12;1;0;""
73;"p2";"ACPS";231.5;21.4333846879875;24.8;14.21;15.8;1;0;""
74;"p2";"ACPS";228.5;19.7163018056188;19.5;12.73;13.6;1;0;""
75;"p2";"SOAU";226;18.5547158155485;10.3;11.58;6.5;1;1;"pe"
76;"p2";"ABAL";242;26.9197170199491;35.3;9.33;17.2;1;0;""
77;"p2";"ABAL";214;13.1775323566089;44.5;14.77;20.9;1;0;""
78;"p2";"SOAR";200.5;8.2299023649947;14.8;13.38;12.1;1;0;""
79;"p2";"SOAR";199;8.2299023649947;9.8;13.79;9.7;1;0;""
80;"p2";"ACPS";191;4.44908104523265;18.2;14.73;13.6;1;0;""
81;"p2";"SOAU";180;-0.636598552981651;13.2;12.62;9.4;1;0;""
82;"p2";"ACPS";199;12.5665916378002;24.9;7.6;14.9;1;0;""
83;"p2";"FASY";194;10.7200503512202;15;4.86;11.8;1;0;""
84;"p2";"FASY";181;6.34510348611071;20;4.83;12.6;1;0;""
85;"p2";"FASY";177;2.54512226959837;13;4.57;11.1;1;0;""
86;"p2";"ACPS";165;-8.2299023649947;25.2;13.4;13.5;1;0;""
87;"p2";"PIAB";138;-14.3919605704172;28.3;9.38;16.8;1;0;""
88;"p2";"ABAL";121;-21.9987515050277;16.2;10.95;6.7;1;0;""
89;"p2";"PIAB";119.5;-21.9987515050277;24.5;12.58;13.4;1;0;""
