niveau,ser,greco,espar,n_plac_presence,n_plac_maille,prelev_ha_an_present,prelev_ha_an_maille,taux_presence,libelle_essence,millesime,source
greco,,G,73,38,15597,47.6591,0.1161,0.0024,Épicéa de Sitka,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,G,74J,14,15597,22.856,0.0205,9e-04,Mélèze du Japon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,03,5,5696,7.0467,0.0062,9e-04,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,05,9,5696,6.4834,0.0102,0.0016,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,09,65,5696,11.349,0.1295,0.0114,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,10,7,5696,8.2941,0.0102,0.0012,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,11,4,5696,2.9257,0.0021,7e-04,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,12V,3,5696,1.785,9e-04,5e-04,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,13B,5,5696,8.6345,0.0076,9e-04,Aulne blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,14,1,5696,0.7446,1e-04,2e-04,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,15P,3,5696,3.8496,0.002,5e-04,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,15S,17,5696,4.3322,0.0129,0.003,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,17C,18,5696,6.0855,0.0192,0.0032,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,20G,5,5696,6.9682,0.0061,9e-04,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,21C,3,5696,0.3677,2e-04,5e-04,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,21O,1,5696,4.0214,7e-04,2e-04,Érable à feuilles d'obier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,22M,1,5696,0.3054,1e-04,2e-04,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,23AB,2,5696,1.0489,4e-04,4e-04,Alisier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,23SO,4,5696,1.8386,0.0013,7e-04,Sorbier des oiseleurs,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,24,6,5696,4.3377,0.0046,0.0011,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,25B,1,5696,6.1609,0.0011,2e-04,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,25M,5,5696,1.7485,0.0015,9e-04,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,31,4,5696,0.4521,3e-04,7e-04,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,33N,3,5696,12.7388,0.0067,5e-04,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,49AM,2,5696,0.4917,2e-04,4e-04,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,52,55,5696,13.6732,0.132,0.0097,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,54,27,5696,13.7329,0.0651,0.0047,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,58,2,5696,8.7392,0.0031,4e-04,Pin à crochets,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,59,2,5696,4.4763,0.0016,4e-04,Pin cembro,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,61,90,5696,16.802,0.2655,0.0158,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,62,137,5696,27.979,0.673,0.0241,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,63,19,5696,12.5381,0.0418,0.0033,Mélèze d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,68EO,1,5696,3.7983,7e-04,2e-04,Épicéa omorika,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,69JC,4,5696,0.506,4e-04,7e-04,Genévrier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,H,74J,1,5696,67.8308,0.0119,2e-04,Mélèze du Japon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,02,16,3240,17.2694,0.0853,0.0049,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,03,5,3240,8.5406,0.0132,0.0015,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,04,3,3240,7.3104,0.0068,9e-04,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,05,9,3240,6.043,0.0168,0.0028,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,06,3,3240,9.2213,0.0085,9e-04,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,09,71,3240,13.6191,0.2984,0.0219,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,10,21,3240,5.892,0.0382,0.0065,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,12V,5,3240,9.0184,0.0139,0.0015,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,13G,4,3240,11.3692,0.014,0.0012,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,14,10,3240,10.2845,0.0317,0.0031,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,17C,17,3240,4.2404,0.0222,0.0052,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,18C,2,3240,3.099,0.0019,6e-04,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,18M,2,3240,0.4383,3e-04,6e-04,Orme de montagne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,19,2,3240,89.2527,0.0551,6e-04,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,20G,1,3240,3.9045,0.0012,3e-04,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,21C,5,3240,1.7995,0.0028,0.0015,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,21M,1,3240,5.9115,0.0018,3e-04,Érable de Montpellier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,21O,1,3240,3.4592,0.0011,3e-04,Érable à feuilles d'obier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,22M,7,3240,3.8097,0.0082,0.0022,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,24,3,3240,6.3745,0.0059,9e-04,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,25C,1,3240,0.945,3e-04,3e-04,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,25M,3,3240,0.9763,9e-04,9e-04,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,31,7,3240,2.0206,0.0044,0.0022,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,33B,1,3240,4.7887,0.0015,3e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,33N,2,3240,25.9904,0.016,6e-04,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,41,1,3240,0.3262,1e-04,3e-04,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,49AM,5,3240,0.4407,7e-04,0.0015,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,49BS,2,3240,0.3705,2e-04,6e-04,Buis,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,49IA,2,3240,0.7696,5e-04,6e-04,Houx,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,49SN,4,3240,1.405,0.0017,0.0012,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,52,9,3240,12.2424,0.034,0.0028,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,53CO,2,3240,3.62,0.0022,6e-04,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,54,2,3240,20.7096,0.0128,6e-04,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,58,7,3240,6.0473,0.0131,0.0022,Pin à crochets,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,61,46,3240,18.5947,0.264,0.0142,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,62,9,3240,31.8454,0.0885,0.0028,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,64,6,3240,17.9337,0.0332,0.0019,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,65,1,3240,32.8794,0.0101,3e-04,Cèdre de l'Atlas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,73,2,3240,30.5309,0.0188,6e-04,Épicéa de Sitka,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,I,74H,2,3240,14.542,0.009,6e-04,Mélèze hybride,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,05,80,4651,5.3947,0.0928,0.0172,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,06,57,4651,4.2425,0.052,0.0123,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,08S,5,4651,1.4373,0.0015,0.0011,Chêne-liège,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,10,2,4651,3.2824,0.0014,4e-04,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,14,3,4651,2.0483,0.0013,6e-04,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,15P,1,4651,0.373,1e-04,2e-04,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,17O,2,4651,1.7852,8e-04,4e-04,Frêne oxyphylle,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,18C,2,4651,1.7795,8e-04,4e-04,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,19,4,4651,63.4578,0.0546,9e-04,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,21C,1,4651,1.2706,3e-04,2e-04,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,21M,2,4651,1.4288,6e-04,4e-04,Érable de Montpellier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,23AB,1,4651,0.3054,1e-04,2e-04,Alisier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,23PA,1,4651,0.2185,0,2e-04,Poirier à feuilles d'amandier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,23PC,1,4651,1.7175,4e-04,2e-04,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,23PD,1,4651,5.3309,0.0011,2e-04,Prunier domestique,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,29MI,1,4651,3.3958,7e-04,2e-04,Mimosa,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,33B,1,4651,2.4682,5e-04,2e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,33N,2,4651,4.4924,0.0019,4e-04,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,40,11,4651,2.5689,0.0061,0.0024,Arbousier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,41,1,4651,1.0521,2e-04,2e-04,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,49FL,4,4651,0.3379,3e-04,9e-04,Filaire à feuilles larges,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,49SN,1,4651,0.3884,1e-04,2e-04,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,51,7,4651,8.4568,0.0127,0.0015,Pin maritime,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,52,11,4651,3.7912,0.009,0.0024,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,54,5,4651,13.0563,0.014,0.0011,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,55,4,4651,4.2457,0.0037,9e-04,Pin parasol,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,57A,54,4651,9.4554,0.1098,0.0116,Pin d'Alep,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,57B,1,4651,6.9504,0.0015,2e-04,Pin brutia (ou) eldarica,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,65,1,4651,19.1426,0.0041,2e-04,Cèdre de l'Atlas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,69JC,2,4651,0.2966,1e-04,4e-04,Genévrier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,J,69JO,3,4651,0.5248,3e-04,6e-04,Genévrier oxycèdre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,06,13,1099,5.6923,0.0673,0.0118,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,08S,1,1099,0.2909,3e-04,9e-04,Chêne-liège,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,12V,1,1099,1.7002,0.0015,9e-04,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,17F,4,1099,5.8697,0.0214,0.0036,Frêne à fleur,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,22M,1,1099,1.0891,0.001,9e-04,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,23F,1,1099,3.444,0.0031,9e-04,Figuier de Carie,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,23PA,1,1099,1.1813,0.0011,9e-04,Poirier à feuilles d'amandier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,23PM,1,1099,0.8175,7e-04,9e-04,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,32,1,1099,4.2424,0.0039,9e-04,Charme houblon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,40,3,1099,1.1815,0.0032,0.0027,Arbousier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,49FL,1,1099,0.6256,6e-04,9e-04,Filaire à feuilles larges,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,49IA,1,1099,0.756,7e-04,9e-04,Houx,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,51,1,1099,4.2782,0.0039,9e-04,Pin maritime,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,53CO,5,1099,23.7514,0.1081,0.0045,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
greco,,K,57A,1,1099,0.767,7e-04,9e-04,Pin d'Alep,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,02,1782,89658,9.5751,0.1903,0.0199,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,03,1982,89658,10.1437,0.2242,0.0221,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,04,93,89658,8.4601,0.0088,0.001,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,05,299,89658,7.3456,0.0245,0.0033,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,06,83,89658,4.7271,0.0044,9e-04,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,07,62,89658,4.9517,0.0034,7e-04,Chêne tauzin,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,08S,8,89658,1.3098,1e-04,1e-04,Chêne-liège,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,09,2309,89658,9.6821,0.2493,0.0258,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,10,889,89658,11.1618,0.1107,0.0099,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
national,,,11,2087,89658,5.4986,0.128,0.0233,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; VEGET5==6 (coupe vidange) / 5 ans"
