niveau,ser,greco,espar,n_plac_presence,n_plac_maille,vol_ha_present,vol_ha_maille,taux_presence,libelle_essence,millesime,source
greco,,A,02,3029,6581,77.2846,35.5714,0.4603,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,03,1158,6581,118.7886,20.9022,0.176,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,04,89,6581,65.7284,0.8889,0.0135,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,05,13,6581,49.6381,0.0981,0.002,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,06,8,6581,26.7088,0.0325,0.0012,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,07,28,6581,75.8193,0.3226,0.0043,Chêne tauzin,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,09,1313,6581,67.8566,13.5383,0.1995,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,10,1618,6581,71.0996,17.4805,0.2459,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,11,172,6581,39.6015,1.035,0.0261,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,12P,393,6581,41.319,2.4675,0.0597,Bouleau pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,12V,887,6581,30.6382,4.1295,0.1348,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,13C,2,6581,28.6717,0.0087,3e-04,Aulne de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,13G,151,6581,69.2585,1.5891,0.0229,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,14,60,6581,62.0212,0.5655,0.0091,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,15P,7,6581,25.1429,0.0267,0.0011,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,15S,126,6581,42.8526,0.8205,0.0191,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,17C,411,6581,52.0153,3.2485,0.0625,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,17O,42,6581,42.656,0.2722,0.0064,Frêne oxyphylle,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,18C,81,6581,15.2876,0.1882,0.0123,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,19,325,6581,163.1303,8.0561,0.0494,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,20G,8,6581,41.4616,0.0504,0.0012,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,20P,22,6581,32.2304,0.1077,0.0033,Tilleul à petites feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,21C,69,6581,28.4578,0.2984,0.0105,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,22C,1,6581,0.9067,1e-04,2e-04,Cerisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,22G,1,6581,6.0234,9e-04,2e-04,Cerisier à grappes,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,22M,273,6581,26.4093,1.0955,0.0415,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,22S,2,6581,13.2545,0.004,3e-04,Cerisier tardif,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,23C,4,6581,12.2657,0.0075,6e-04,Cormier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,23PC,99,6581,6.8913,0.1037,0.015,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,23PD,2,6581,4.191,0.0013,3e-04,Prunier domestique,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,23PM,54,6581,9.3125,0.0764,0.0082,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,23SO,14,6581,5.7308,0.0122,0.0021,Sorbier des oiseleurs,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,24,178,6581,53.982,1.4601,0.027,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25B,15,6581,51.3339,0.117,0.0023,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25C,14,6581,47.5796,0.1012,0.0021,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25FR,4,6581,52.7301,0.032,6e-04,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25M,580,6581,29.4773,2.5979,0.0881,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25R,245,6581,33.4077,1.2437,0.0372,Saule roux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,25V,1,6581,7.5642,0.0011,2e-04,Saule des vanniers,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,26E,1,6581,3.0718,5e-04,2e-04,Platane à feuilles d'érable,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,27C,10,6581,19.255,0.0293,0.0015,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,27N,1,6581,11.8688,0.0018,2e-04,Noyer noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,29AF,10,6581,6.9695,0.0106,0.0015,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,29CM,3,6581,25.1043,0.0114,5e-04,Chêne des marais,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,29LI,1,6581,1.1833,2e-04,2e-04,Liquidambar,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,29MA,5,6581,35.8545,0.0272,8e-04,Marronnier d'Inde,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,29MI,1,6581,13.9484,0.0021,2e-04,Mimosa,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,31,369,6581,12.6015,0.7066,0.0561,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,332G,4,6581,95.698,0.0582,6e-04,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,33B,5,6581,57.6079,0.0438,8e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,33G,4,6581,21.2474,0.0129,6e-04,Peuplier grisard,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,33N,9,6581,55.7813,0.0763,0.0014,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,34,21,6581,119.1234,0.3801,0.0032,Chêne chevelu,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,36,3,6581,14.7499,0.0067,5e-04,Eucalyptus (genre),2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,39,1,6581,1.1672,2e-04,2e-04,Cornouiller mâle,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,40,1,6581,3.2812,5e-04,2e-04,Arbousier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,41,101,6581,7.8916,0.1211,0.0153,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49AE,1,6581,0.8194,1e-04,2e-04,Aubépine épineuse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49AM,166,6581,5.2977,0.1336,0.0252,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49BO,28,6581,2.362,0.01,0.0043,Bourdaine,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49EV,9,6581,1.8332,0.0025,0.0014,Fusain d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49IA,358,6581,9.7379,0.5297,0.0544,Houx,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49LN,9,6581,9.6907,0.0133,0.0014,Laurier noble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49PC,1,6581,12.219,0.0019,2e-04,Prune-cerise,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49PS,55,6581,5.5181,0.0461,0.0084,Prunelier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49RT,1,6581,0.9416,1e-04,2e-04,Sumac de Virginie,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,49SN,79,6581,4.5834,0.055,0.012,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,51,665,6581,134.4276,13.5837,0.101,Pin maritime,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,52,538,6581,76.8667,6.2839,0.0818,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,53CA,4,6581,133.0459,0.0809,6e-04,Pin laricio de Calabre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,53CO,181,6581,102.8887,2.8298,0.0275,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,54,9,6581,134.3334,0.1837,0.0014,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,55,1,6581,6.7178,0.001,2e-04,Pin parasol,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,56,15,6581,62.4165,0.1423,0.0023,Pin Weymouth,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,61,226,6581,84.3696,2.8974,0.0343,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,62,61,6581,94.1812,0.873,0.0093,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,63,5,6581,96.8634,0.0736,8e-04,Mélèze d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,64,359,6581,181.9551,9.9258,0.0546,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,65,3,6581,85.8207,0.0391,5e-04,Cèdre de l'Atlas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,67,52,6581,12.1339,0.0959,0.0079,If,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68CE,1,6581,140.5781,0.0214,2e-04,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68CJ,2,6581,308.8394,0.0939,3e-04,Cryptomère du Japon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68CL,20,6581,38.1776,0.116,0.003,Cyprès de Lawson,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68CM,4,6581,59.4184,0.0361,6e-04,Cyprès de Lambert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68PC,1,6581,181.2603,0.0275,2e-04,Pin de Murray,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68PM,27,6581,248.3748,1.019,0.0041,Pin de Monterey,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68SV,5,6581,78.4441,0.0596,8e-04,Séquoia toujours vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68TG,10,6581,78.6956,0.1196,0.0015,Thuya géant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,68TH,16,6581,85.1261,0.207,0.0024,Tsuga heterophylla,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,69JC,1,6581,1.0319,2e-04,2e-04,Genévrier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,71,3,6581,44.3071,0.0202,5e-04,Sapin de Nordmann,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,72V,20,6581,85.2724,0.2591,0.003,Sapin de Vancouver,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,73,251,6581,188.8056,7.2011,0.0381,Épicéa de Sitka,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,74H,1,6581,280.6427,0.0426,2e-04,Mélèze hybride,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,74J,43,6581,102.9791,0.6729,0.0065,Mélèze du Japon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,A,77,1,6581,91.2036,0.0139,2e-04,Pin à l'encens et hybrides,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,02,10289,28623,91.3323,32.8309,0.3595,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,03,9083,28623,136.0007,43.1574,0.3173,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,04,272,28623,60.38,0.5738,0.0095,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,05,1033,28623,64.7586,2.3371,0.0361,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,07,136,28623,48.5086,0.2305,0.0048,Chêne tauzin,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,09,3331,28623,78.8704,9.1785,0.1164,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,10,3057,28623,72.1187,7.7024,0.1068,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,11,7578,28623,45.4284,12.0273,0.2648,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,12P,189,28623,46.3565,0.3061,0.0066,Bouleau pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,12V,3821,28623,33.3879,4.4571,0.1335,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,13B,7,28623,22.3121,0.0055,2e-04,Aulne blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,13C,15,28623,24.223,0.0127,5e-04,Aulne de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,13G,848,28623,68.7045,2.0355,0.0296,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,14,1115,28623,64.763,2.5228,0.039,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,15P,158,28623,28.8672,0.1593,0.0055,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,15S,1599,28623,46.1008,2.5754,0.0559,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,17C,4064,28623,64.0693,9.0968,0.142,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,17F,1,28623,88.8623,0.0031,0,Frêne à fleur,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,17O,58,28623,54.2494,0.1099,0.002,Frêne oxyphylle,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,18C,1175,28623,14.2632,0.5855,0.0411,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,18D,15,28623,37.0057,0.0194,5e-04,Orme lisse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,18M,7,28623,3.9497,0.001,2e-04,Orme de montagne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,19,2199,28623,158.7144,12.1934,0.0768,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,20G,109,28623,49.9038,0.19,0.0038,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,20P,775,28623,50.3525,1.3634,0.0271,Tilleul à petites feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,21C,1440,28623,26.8958,1.3531,0.0503,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,21M,7,28623,18.6641,0.0046,2e-04,Érable de Montpellier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,21O,3,28623,16.2171,0.0017,1e-04,Érable à feuilles d'obier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,22C,6,28623,5.411,0.0011,2e-04,Cerisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,22G,35,28623,7.8763,0.0096,0.0012,Cerisier à grappes,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,22M,1860,28623,28.9162,1.8791,0.065,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,22S,45,28623,12.7423,0.02,0.0016,Cerisier tardif,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23AB,37,28623,13.1691,0.017,0.0013,Alisier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23AF,6,28623,15.1518,0.0032,2e-04,Alisier de Fontainebleau,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23C,99,28623,13.2396,0.0458,0.0035,Cormier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23PC,127,28623,7.7252,0.0343,0.0044,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23PD,16,28623,10.6942,0.006,6e-04,Prunier domestique,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23PM,188,28623,8.736,0.0574,0.0066,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,23SO,31,28623,6.9411,0.0075,0.0011,Sorbier des oiseleurs,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,24,2292,28623,50.5344,4.0466,0.0801,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,25B,251,28623,66.9751,0.5873,0.0088,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,25C,241,28623,16.3344,0.1375,0.0084,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
greco,,B,25E3,1,28623,9.9533,3e-04,0,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
