niveau,ser,greco,espar,n_plac_presence,n_plac_maille,vol_ha_present,vol_ha_maille,taux_presence,libelle_essence,millesime,source
ser,F23,,21C,11,1602,30.7768,0.2113,0.0069,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,22M,62,1602,17.3635,0.672,0.0387,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,22S,2,1602,124.1626,0.155,0.0012,Cerisier tardif,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,23C,10,1602,9.2552,0.0578,0.0062,Cormier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,23PC,3,1602,3.9958,0.0075,0.0019,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,23PD,2,1602,14.5244,0.0181,0.0012,Prunier domestique,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,23PF,1,1602,19.954,0.0125,6e-04,Poirier à feuilles en cur,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,23PM,4,1602,5.338,0.0133,0.0025,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,24,53,1602,50.2671,1.663,0.0331,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,25B,1,1602,40.1811,0.0251,6e-04,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,25C,39,1602,11.4595,0.279,0.0243,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,25FR,3,1602,23.8634,0.0447,0.0019,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,25M,19,1602,15.1507,0.1797,0.0119,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,25R,2,1602,8.4447,0.0105,0.0012,Saule roux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,26OC,1,1602,19.7327,0.0123,6e-04,Platane d'Occident,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,27C,2,1602,6.0228,0.0075,0.0012,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,29AF,1,1602,4.7877,0.003,6e-04,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,29MA,1,1602,8.332,0.0052,6e-04,Marronnier d'Inde,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,31,12,1602,8.1131,0.0608,0.0075,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,33B,1,1602,150.3152,0.0938,6e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,33N,7,1602,84.5982,0.3697,0.0044,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,41,50,1602,7.1938,0.2245,0.0312,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49AM,55,1602,3.9647,0.1361,0.0343,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49BO,2,1602,1.2802,0.0016,0.0012,Bourdaine,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49EV,1,1602,9.7628,0.0061,6e-04,Fusain d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49IA,1,1602,1.7693,0.0011,6e-04,Houx,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49PC,1,1602,8.6492,0.0054,6e-04,Prune-cerise,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49PS,5,1602,3.1882,0.01,0.0031,Prunelier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,49SN,3,1602,8.3956,0.0157,0.0019,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,51,733,1602,102.2616,46.7901,0.4576,Pin maritime,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,52,15,1602,38.84,0.3637,0.0094,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,53CO,16,1602,90.4978,0.9038,0.01,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,54,5,1602,122.9253,0.3837,0.0031,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,55,1,1602,77.7532,0.0485,6e-04,Pin parasol,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,62,1,1602,1.5033,9e-04,6e-04,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,64,1,1602,95.3828,0.0595,6e-04,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,68CM,1,1602,24.2957,0.0152,6e-04,Cyprès de Lambert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,69JC,1,1602,2.4822,0.0015,6e-04,Genévrier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,70SB,1,1602,6.0018,0.0037,6e-04,Sapin de Turquie,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F23,,77,12,1602,83.8249,0.6279,0.0075,Pin à l'encens et hybrides,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,02,1293,3677,83.9159,29.5086,0.3516,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,03,350,3677,101.2765,9.6401,0.0952,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,04,28,3677,81.8126,0.623,0.0076,Chêne rouge,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,05,1566,3677,94.8719,40.4051,0.4259,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,06,41,3677,22.3565,0.2493,0.0112,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,07,48,3677,54.4988,0.7114,0.0131,Chêne tauzin,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,08S,4,3677,19.9438,0.0217,0.0011,Chêne-liège,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,09,96,3677,64.0691,1.6727,0.0261,Hêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,10,458,3677,57.0673,7.1082,0.1246,Châtaignier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,11,483,3677,43.2111,5.6761,0.1314,Charme,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,12V,46,3677,32.9939,0.4128,0.0125,Bouleau verruqueux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,13G,76,3677,96.5982,1.9966,0.0207,Aulne glutineux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,14,273,3677,47.2434,3.5076,0.0742,Robinier faux acacia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,15P,6,3677,13.9422,0.0228,0.0016,Érable plane,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,15S,12,3677,30.2453,0.0987,0.0033,Érable sycomore,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,17C,351,3677,43.2354,4.1272,0.0955,Frêne commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,17F,4,3677,16.2452,0.0177,0.0011,Frêne à fleur,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,17O,50,3677,34.5114,0.4693,0.0136,Frêne oxyphylle,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,18C,340,3677,11.0521,1.0219,0.0925,Orme champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,18D,4,3677,43.6112,0.0474,0.0011,Orme lisse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,18M,1,3677,10.854,0.003,3e-04,Orme de montagne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,19,282,3677,133.482,10.2371,0.0767,Peuplier cultivé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,20G,19,3677,16.1193,0.0833,0.0052,Tilleul à grandes feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,20P,9,3677,71.0637,0.1739,0.0024,Tilleul à petites feuilles,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,21C,335,3677,22.3389,2.0352,0.0911,Érable champêtre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,21M,10,3677,12.3612,0.0336,0.0027,Érable de Montpellier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,22M,375,3677,20.571,2.0979,0.102,Merisier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,22S,5,3677,14.9904,0.0204,0.0014,Cerisier tardif,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,23C,50,3677,13.4825,0.1833,0.0136,Cormier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,23PC,10,3677,8.3458,0.0227,0.0027,Poirier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,23PD,11,3677,12.2912,0.0368,0.003,Prunier domestique,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,23PM,24,3677,8.5878,0.0561,0.0065,Pommier sauvage,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,23SO,1,3677,23.1509,0.0063,3e-04,Sorbier des oiseleurs,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,24,148,3677,39.958,1.6083,0.0403,Tremble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25B,22,3677,36.1001,0.216,0.006,Saule blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25C,38,3677,13.0958,0.1353,0.0103,Saule cendré,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25FR,5,3677,29.8964,0.0407,0.0014,Saule cassant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25M,51,3677,16.895,0.2343,0.0139,Saule marsault,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25R,10,3677,18.648,0.0507,0.0027,Saule roux,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,25V,1,3677,34.2047,0.0093,3e-04,Saule des vanniers,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,26E,5,3677,126.856,0.1725,0.0014,Platane à feuilles d'érable,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,26OC,2,3677,79.5822,0.0433,5e-04,Platane d'Occident,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,27C,28,3677,16.3658,0.1246,0.0076,Noyer commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,27N,3,3677,19.2249,0.0157,8e-04,Noyer noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29AF,13,3677,2.7535,0.0097,0.0035,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29AI,7,3677,88.4378,0.1684,0.0019,Ailante,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29EN,9,3677,34.1326,0.0835,0.0024,Érable negundo,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29MA,3,3677,30.981,0.0253,8e-04,Marronnier d'Inde,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29MI,1,3677,95.0077,0.0258,3e-04,Mimosa,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,29PT,1,3677,21.426,0.0058,3e-04,Paulownia,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,31,92,3677,8.5655,0.2143,0.025,Noisetier coudrier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,332G,9,3677,35.937,0.088,0.0024,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,33B,2,3677,35.1722,0.0191,5e-04,Peuplier blanc,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,33G,6,3677,103.4112,0.1687,0.0016,Peuplier grisard,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,33N,69,3677,128.8014,2.417,0.0188,Peuplier noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,34,6,3677,33.3573,0.0544,0.0016,Chêne chevelu,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,36,3,3677,69.9227,0.057,8e-04,Eucalyptus (genre),2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,40,6,3677,3.7982,0.0062,0.0016,Arbousier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,41,514,3677,9.0953,1.2714,0.1398,Alisier torminal,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49AM,283,3677,4.7775,0.3677,0.077,Aubépine monogyne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49BS,2,3677,5.3936,0.0029,5e-04,Buis,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49EV,1,3677,2.1481,6e-04,3e-04,Fusain d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49FL,1,3677,7.9435,0.0022,3e-04,Filaire à feuilles larges,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49IA,84,3677,4.6948,0.1073,0.0228,Houx,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49LN,4,3677,4.6471,0.0051,0.0011,Laurier noble,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49PC,1,3677,68.2032,0.0185,3e-04,Prune-cerise,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49PM,3,3677,1.6816,0.0014,8e-04,Cerisier de Sainte Lucie,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49PS,39,3677,6.2477,0.0663,0.0106,Prunelier,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49RA,4,3677,4.41,0.0048,0.0011,Nerprun alaterne,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49RC,1,3677,3.0763,8e-04,3e-04,Nerprun purgatif,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,49SN,44,3677,4.34,0.0519,0.012,Sureau noir,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,51,141,3677,119.6505,4.5882,0.0383,Pin maritime,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,52,51,3677,65.2402,0.9049,0.0139,Pin sylvestre,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,53CO,69,3677,148.1355,2.7798,0.0188,Pin laricio de Corse,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,53S,3,3677,75.9668,0.062,8e-04,Pin de Salzmann,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,54,48,3677,123.7509,1.6155,0.0131,Pin noir d'Autriche,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,55,5,3677,64.8617,0.0882,0.0014,Pin parasol,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,56,8,3677,166.0811,0.3613,0.0022,Pin Weymouth,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,57A,3,3677,22.7968,0.0186,8e-04,Pin d'Alep,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,61,14,3677,76.2922,0.2905,0.0038,Sapin pectiné,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,62,4,3677,56.587,0.0616,0.0011,Épicéa commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,63,1,3677,72.1971,0.0196,3e-04,Mélèze d'Europe,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,64,47,3677,164.4716,2.1023,0.0128,Douglas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,65,17,3677,46.3511,0.2143,0.0046,Cèdre de l'Atlas,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,66,2,3677,58.8322,0.032,5e-04,Cyprès de Provence,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,67,3,3677,10.7643,0.0088,8e-04,If,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,68CE,2,3677,20.2094,0.011,5e-04,,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,68CM,1,3677,13.9107,0.0038,3e-04,Cyprès de Lambert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,68TG,2,3677,139.3305,0.0758,5e-04,Thuya géant,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,69JC,31,3677,4.7042,0.0397,0.0084,Genévrier commun,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,70SE,1,3677,35.5638,0.0097,3e-04,Sapin d'Andalousie,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,73,2,3677,240.215,0.1307,5e-04,Épicéa de Sitka,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,74J,1,3677,99.8276,0.0271,3e-04,Mélèze du Japon,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F30,,77,3,3677,24.0898,0.0197,8e-04,Pin à l'encens et hybrides,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F40,,02,114,1843,79.9208,4.9436,0.0619,Chêne pédonculé,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F40,,03,46,1843,70.224,1.7527,0.025,Chêne sessile,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F40,,05,1511,1843,76.0847,62.3787,0.8199,Chêne pubescent,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
ser,F40,,06,10,1843,7.1127,0.0386,0.0054,Chêne vert,2005-2024,"IGN IFN donnees brutes 2005-2024, Licence Ouverte Etalab v2.0 ; methode PPtools::CarteEssenceSer"
